"num","Year","Cases","Canton","Month"
"1713",2003,0,"Atenas",3
"1714",2003,0,"Atenas",4
"1715",2003,0,"Atenas",5
"1716",2003,1,"Atenas",6
"1717",2003,19,"Atenas",7
"1718",2003,39,"Atenas",8
"1719",2003,37,"Atenas",9
"1720",2003,3,"Atenas",10
"1721",2003,8,"Atenas",11
"1722",2004,2,"Atenas",1
"1723",2004,2,"Atenas",2
"1724",2004,0,"Atenas",3
"1725",2004,0,"Atenas",4
"1726",2004,0,"Atenas",5
"1727",2004,1,"Atenas",6
"1728",2004,1,"Atenas",7
"1729",2004,1,"Atenas",8
"1730",2004,0,"Atenas",9
"1731",2004,1,"Atenas",10
"1732",2004,7,"Atenas",11
"1733",2004,1,"Atenas",12
"1734",2005,3,"Atenas",1
"1735",2005,2,"Atenas",2
"1736",2005,3,"Atenas",3
"1737",2005,2,"Atenas",4
"1738",2005,6,"Atenas",5
"1739",2005,50,"Atenas",6
"1740",2005,156,"Atenas",7
"1741",2005,353,"Atenas",8
"1742",2005,92,"Atenas",9
"1743",2005,35,"Atenas",10
"1744",2005,12,"Atenas",11
"1745",2005,1,"Atenas",12
"1746",2006,1,"Atenas",1
"1747",2006,2,"Atenas",2
"1748",2006,0,"Atenas",3
"1749",2006,1,"Atenas",4
"1750",2006,1,"Atenas",5
"1751",2006,3,"Atenas",6
"1752",2006,8,"Atenas",7
"1753",2006,0,"Atenas",8
"1754",2006,2,"Atenas",9
"1755",2006,0,"Atenas",10
"1756",2006,3,"Atenas",11
"1757",2006,1,"Atenas",12
"1758",2007,4,"Atenas",1
"1759",2007,1,"Atenas",2
"1760",2007,0,"Atenas",3
"1761",2007,0,"Atenas",4
"1762",2007,1,"Atenas",5
"1763",2007,3,"Atenas",6
"1764",2007,2,"Atenas",7
"1765",2007,7,"Atenas",8
"1766",2007,11,"Atenas",9
"1767",2007,3,"Atenas",10
"1768",2007,3,"Atenas",11
"1769",2007,0,"Atenas",12
"1770",2008,0,"Atenas",12
"1771",2008,1,"Atenas",1
"1772",2008,0,"Atenas",2
"1773",2008,0,"Atenas",3
"1774",2008,1,"Atenas",4
"1775",2008,1,"Atenas",5
"1776",2008,0,"Atenas",6
"1777",2008,1,"Atenas",7
"1778",2008,0,"Atenas",8
"1779",2008,0,"Atenas",9
"1780",2008,0,"Atenas",10
"1781",2008,0,"Atenas",11
"1782",2009,1,"Atenas",1
"1783",2009,0,"Atenas",2
"1784",2009,0,"Atenas",3
"1785",2009,1,"Atenas",4
"1786",2009,0,"Atenas",5
"1787",2009,1,"Atenas",6
"1788",2009,0,"Atenas",7
"1789",2009,0,"Atenas",8
"1790",2009,0,"Atenas",9
"1791",2009,2,"Atenas",10
"1792",2009,3,"Atenas",11
"1793",2009,2,"Atenas",12
"1794",2010,16,"Atenas",1
"1795",2010,20,"Atenas",2
"1796",2010,100,"Atenas",3
"1797",2010,64,"Atenas",4
"1798",2010,345,"Atenas",5
"1799",2010,423,"Atenas",6
"1800",2010,333,"Atenas",7
"1801",2010,241,"Atenas",8
"1802",2010,40,"Atenas",9
"1803",2010,11,"Atenas",10
"1804",2010,9,"Atenas",11
"1805",2010,0,"Atenas",12
"1806",2011,0,"Atenas",1
"1807",2011,0,"Atenas",2
"1808",2011,1,"Atenas",3
"1809",2011,0,"Atenas",4
"1810",2011,4,"Atenas",5
"1811",2011,0,"Atenas",6
"1812",2011,1,"Atenas",7
"1813",2011,1,"Atenas",8
"1814",2011,5,"Atenas",9
"1815",2011,4,"Atenas",10
"1816",2011,6,"Atenas",11
"1817",2011,1,"Atenas",12
"1818",2012,3,"Atenas",1
"1819",2012,2,"Atenas",2
"1820",2012,1,"Atenas",3
"1821",2012,3,"Atenas",4
"1822",2012,6,"Atenas",5
"1823",2012,12,"Atenas",6
"1824",2012,18,"Atenas",7
"1825",2012,10,"Atenas",8
"1826",2012,55,"Atenas",9
"1827",2012,38,"Atenas",10
"1828",2012,63,"Atenas",11
"1829",2012,35,"Atenas",12
"1830",2013,10,"Atenas",12
"1831",2013,80,"Atenas",1
"1832",2013,38,"Atenas",2
"1833",2013,13,"Atenas",3
"1834",2013,26,"Atenas",4
"1835",2013,124,"Atenas",5
"1836",2013,223,"Atenas",6
"1837",2013,685,"Atenas",7
"1838",2013,438,"Atenas",8
"1839",2013,134,"Atenas",9
"1840",2013,60,"Atenas",10
"1841",2013,30,"Atenas",11
"1842",2014,1,"Atenas",12
"1843",2014,2,"Atenas",1
"1844",2014,1,"Atenas",2
"1845",2014,0,"Atenas",3
"1846",2014,1,"Atenas",4
"1847",2014,7,"Atenas",5
"1848",2014,12,"Atenas",6
"1849",2014,12,"Atenas",7
"1850",2014,16,"Atenas",8
"1851",2014,22,"Atenas",9
"1852",2014,6,"Atenas",10
"1853",2014,6,"Atenas",11
"1854",2015,0,"Atenas",1
"1855",2015,0,"Atenas",2
"1856",2015,0,"Atenas",3
"1857",2015,0,"Atenas",4
"1858",2015,0,"Atenas",5
"1859",2015,2,"Atenas",6
"1860",2015,5,"Atenas",7
"1861",2015,6,"Atenas",8
"1862",2015,33,"Atenas",9
"1863",2015,28,"Atenas",10
"1864",2015,107,"Atenas",11
"1865",2015,114,"Atenas",12
"1866",2016,187,"Atenas",1
"1867",2016,154,"Atenas",2
"1868",2016,31,"Atenas",3
"1869",2016,23,"Atenas",4
"1870",2016,57,"Atenas",5
"1871",2016,146,"Atenas",6
"1872",2016,246,"Atenas",7
"1873",2016,408,"Atenas",8
"1874",2016,96,"Atenas",9
"1875",2016,112,"Atenas",10
"1876",2016,95,"Atenas",11
"1877",2016,27,"Atenas",12
"1878",2017,29,"Atenas",1
"1879",2017,20,"Atenas",2
"1880",2017,9,"Atenas",3
"1881",2017,3,"Atenas",4
"1882",2017,11,"Atenas",5
"1883",2017,9,"Atenas",6
"1884",2017,13,"Atenas",7
"1885",2017,5,"Atenas",8
"1886",2017,7,"Atenas",9
"1887",2017,9,"Atenas",10
"1888",2017,4,"Atenas",11
"1889",2017,0,"Atenas",12
"1890",2018,5,"Atenas",1
"1891",2018,7,"Atenas",2
"1892",2018,1,"Atenas",3
"1893",2018,3,"Atenas",4
"1894",2018,2,"Atenas",5
"1895",2018,1,"Atenas",6
"1896",2018,5,"Atenas",7
"1897",2018,3,"Atenas",8
"1898",2018,3,"Atenas",9
"1899",2018,8,"Atenas",10
"1900",2018,14,"Atenas",11
"1901",2018,16,"Atenas",12
"1902",2019,3,"Atenas",12
"1903",2019,3,"Atenas",1
"1904",2019,6,"Atenas",2
"1905",2019,1,"Atenas",3
"1906",2019,6,"Atenas",4
"1907",2019,12,"Atenas",5
"1908",2019,5,"Atenas",6
"1909",2019,18,"Atenas",7
"1910",2019,28,"Atenas",8
"1911",2019,45,"Atenas",9
"1912",2019,14,"Atenas",10
"1913",2000,3,"Alajuela",1
"1914",2000,1,"Alajuela",2
"1915",2000,0,"Alajuela",3
"1916",2000,0,"Alajuela",4
"1917",2000,0,"Alajuela",5
"1918",2000,0,"Alajuela",6
"1919",2000,3,"Alajuela",7
"1920",2000,4,"Alajuela",8
"1921",2000,0,"Alajuela",9
"1922",2000,0,"Alajuela",10
"1923",2000,0,"Alajuela",11
"1924",2000,0,"Alajuela",12
"1925",2001,1,"Alajuela",1
"1926",2001,0,"Alajuela",2
"1927",2001,0,"Alajuela",3
"1928",2001,0,"Alajuela",4
"1929",2001,0,"Alajuela",5
"1930",2001,0,"Alajuela",6
"1931",2001,3,"Alajuela",7
"1932",2001,5,"Alajuela",8
"1933",2001,55,"Alajuela",9
"1934",2001,42,"Alajuela",10
"1935",2001,8,"Alajuela",11
"1936",2001,5,"Alajuela",12
"1937",2002,21,"Alajuela",12
"1938",2002,19,"Alajuela",1
"1939",2002,5,"Alajuela",2
"1940",2002,4,"Alajuela",3
"1941",2002,3,"Alajuela",4
"1942",2002,8,"Alajuela",5
"1943",2002,1,"Alajuela",6
"1944",2002,23,"Alajuela",7
"1945",2002,299,"Alajuela",8
"1946",2002,790,"Alajuela",9
"1947",2002,29,"Alajuela",10
"1948",2002,0,"Alajuela",11
"1949",2003,11,"Alajuela",12
"1950",2003,2,"Alajuela",1
"1951",2003,6,"Alajuela",2
"1952",2003,2,"Alajuela",3
"1953",2003,15,"Alajuela",4
"1954",2003,15,"Alajuela",5
"1955",2003,60,"Alajuela",6
"1956",2003,99,"Alajuela",7
"1957",2003,115,"Alajuela",8
"1958",2003,51,"Alajuela",9
"1959",2003,25,"Alajuela",10
"1960",2003,33,"Alajuela",11
"1961",2004,39,"Alajuela",1
"1962",2004,75,"Alajuela",2
"1963",2004,109,"Alajuela",3
"1964",2004,74,"Alajuela",4
"1965",2004,55,"Alajuela",5
"1966",2004,65,"Alajuela",6
"1967",2004,109,"Alajuela",7
"1968",2004,391,"Alajuela",8
"1969",2004,247,"Alajuela",9
"1970",2004,163,"Alajuela",10
"1971",2004,171,"Alajuela",11
"1972",2004,99,"Alajuela",12
"1973",2005,200,"Alajuela",1
"1974",2005,56,"Alajuela",2
"1975",2005,30,"Alajuela",3
"1976",2005,44,"Alajuela",4
"1977",2005,112,"Alajuela",5
"1978",2005,234,"Alajuela",6
"1979",2005,358,"Alajuela",7
"1980",2005,728,"Alajuela",8
"1981",2005,355,"Alajuela",9
"1982",2005,106,"Alajuela",10
"1983",2005,75,"Alajuela",11
"1984",2005,22,"Alajuela",12
"1985",2006,8,"Alajuela",1
"1986",2006,18,"Alajuela",2
"1987",2006,3,"Alajuela",3
"1988",2006,1,"Alajuela",4
"1989",2006,1,"Alajuela",5
"1990",2006,2,"Alajuela",6
"1991",2006,0,"Alajuela",7
"1992",2006,0,"Alajuela",8
"1993",2006,0,"Alajuela",9
"1994",2006,5,"Alajuela",10
"1995",2006,16,"Alajuela",11
"1996",2006,6,"Alajuela",12
"1997",2007,16,"Alajuela",1
"1998",2007,6,"Alajuela",2
"1999",2007,1,"Alajuela",3
"2000",2007,1,"Alajuela",4
"2001",2007,2,"Alajuela",5
"2002",2007,8,"Alajuela",6
"2003",2007,16,"Alajuela",7
"2004",2007,16,"Alajuela",8
"2005",2007,12,"Alajuela",9
"2006",2007,12,"Alajuela",10
"2007",2007,4,"Alajuela",11
"2008",2007,2,"Alajuela",12
"2009",2008,52,"Alajuela",12
"2010",2008,2,"Alajuela",1
"2011",2008,1,"Alajuela",2
"2012",2008,0,"Alajuela",3
"2013",2008,0,"Alajuela",4
"2014",2008,4,"Alajuela",5
"2015",2008,2,"Alajuela",6
"2016",2008,3,"Alajuela",7
"2017",2008,24,"Alajuela",8
"2018",2008,9,"Alajuela",9
"2019",2008,13,"Alajuela",10
"2020",2008,40,"Alajuela",11
"2021",2009,31,"Alajuela",1
"2022",2009,11,"Alajuela",2
"2023",2009,3,"Alajuela",3
"2024",2009,1,"Alajuela",4
"2025",2009,9,"Alajuela",5
"2026",2009,8,"Alajuela",6
"2027",2009,76,"Alajuela",7
"2028",2009,113,"Alajuela",8
"2029",2009,48,"Alajuela",9
"2030",2009,143,"Alajuela",10
"2031",2009,131,"Alajuela",11
"2032",2009,15,"Alajuela",12
"2033",2010,128,"Alajuela",1
"2034",2010,139,"Alajuela",2
"2035",2010,231,"Alajuela",3
"2036",2010,133,"Alajuela",4
"2037",2010,311,"Alajuela",5
"2038",2010,301,"Alajuela",6
"2039",2010,562,"Alajuela",7
"2040",2010,619,"Alajuela",8
"2041",2010,312,"Alajuela",9
"2042",2010,174,"Alajuela",10
"2043",2010,121,"Alajuela",11
"2044",2010,27,"Alajuela",12
"2045",2011,43,"Alajuela",1
"2046",2011,28,"Alajuela",2
"2047",2011,11,"Alajuela",3
"2048",2011,6,"Alajuela",4
"2049",2011,25,"Alajuela",5
"2050",2011,27,"Alajuela",6
"2051",2011,58,"Alajuela",7
"2052",2011,61,"Alajuela",8
"2053",2011,50,"Alajuela",9
"2054",2011,53,"Alajuela",10
"2055",2011,42,"Alajuela",11
"2056",2011,11,"Alajuela",12
"2057",2012,56,"Alajuela",1
"2058",2012,44,"Alajuela",2
"2059",2012,17,"Alajuela",3
"2060",2012,48,"Alajuela",4
"2061",2012,28,"Alajuela",5
"2062",2012,81,"Alajuela",6
"2063",2012,276,"Alajuela",7
"2064",2012,350,"Alajuela",8
"2065",2012,312,"Alajuela",9
"2066",2012,284,"Alajuela",10
"2067",2012,156,"Alajuela",11
"2068",2012,22,"Alajuela",12
"2069",2013,134,"Alajuela",12
"2070",2013,197,"Alajuela",1
"2071",2013,122,"Alajuela",2
"2072",2013,82,"Alajuela",3
"2073",2013,69,"Alajuela",4
"2074",2013,64,"Alajuela",5
"2075",2013,103,"Alajuela",6
"2076",2013,256,"Alajuela",7
"2077",2013,381,"Alajuela",8
"2078",2013,354,"Alajuela",9
"2079",2013,196,"Alajuela",10
"2080",2013,136,"Alajuela",11
"2081",2014,59,"Alajuela",12
"2082",2014,64,"Alajuela",1
"2083",2014,41,"Alajuela",2
"2084",2014,36,"Alajuela",3
"2085",2014,20,"Alajuela",4
"2086",2014,26,"Alajuela",5
"2087",2014,53,"Alajuela",6
"2088",2014,81,"Alajuela",7
"2089",2014,127,"Alajuela",8
"2090",2014,109,"Alajuela",9
"2091",2014,62,"Alajuela",10
"2092",2014,70,"Alajuela",11
"2093",2015,32,"Alajuela",1
"2094",2015,29,"Alajuela",2
"2095",2015,12,"Alajuela",3
"2096",2015,21,"Alajuela",4
"2097",2015,22,"Alajuela",5
"2098",2015,29,"Alajuela",6
"2099",2015,53,"Alajuela",7
"2100",2015,157,"Alajuela",8
"2101",2015,130,"Alajuela",9
"2102",2015,210,"Alajuela",10
"2103",2015,669,"Alajuela",11
"2104",2015,602,"Alajuela",12
"2105",2016,1070,"Alajuela",1
"2106",2016,600,"Alajuela",2
"2107",2016,96,"Alajuela",3
"2108",2016,41,"Alajuela",4
"2109",2016,93,"Alajuela",5
"2110",2016,103,"Alajuela",6
"2111",2016,208,"Alajuela",7
"2112",2016,478,"Alajuela",8
"2113",2016,387,"Alajuela",9
"2114",2016,469,"Alajuela",10
"2115",2016,294,"Alajuela",11
"2116",2016,182,"Alajuela",12
"2117",2017,206,"Alajuela",1
"2118",2017,31,"Alajuela",2
"2119",2017,27,"Alajuela",3
"2120",2017,15,"Alajuela",4
"2121",2017,70,"Alajuela",5
"2122",2017,65,"Alajuela",6
"2123",2017,122,"Alajuela",7
"2124",2017,81,"Alajuela",8
"2125",2017,49,"Alajuela",9
"2126",2017,86,"Alajuela",10
"2127",2017,22,"Alajuela",11
"2128",2017,1,"Alajuela",12
"2129",2018,17,"Alajuela",1
"2130",2018,20,"Alajuela",2
"2131",2018,6,"Alajuela",3
"2132",2018,16,"Alajuela",4
"2133",2018,20,"Alajuela",5
"2134",2018,21,"Alajuela",6
"2135",2018,21,"Alajuela",7
"2136",2018,13,"Alajuela",8
"2137",2018,14,"Alajuela",9
"2138",2018,27,"Alajuela",10
"2139",2018,15,"Alajuela",11
"2140",2018,13,"Alajuela",12
"2141",2019,5,"Alajuela",12
"2142",2019,10,"Alajuela",1
"2143",2019,15,"Alajuela",2
"2144",2019,13,"Alajuela",3
"2145",2019,14,"Alajuela",4
"2146",2019,28,"Alajuela",5
"2147",2019,48,"Alajuela",6
"2148",2019,125,"Alajuela",7
"2149",2019,148,"Alajuela",8
"2150",2019,185,"Alajuela",9
"2151",2019,30,"Alajuela",10
"2152",2000,4,"Cañas",1
"2153",2000,0,"Cañas",2
"2154",2000,0,"Cañas",3
"2155",2000,0,"Cañas",4
"2156",2000,0,"Cañas",5
"2157",2000,1,"Cañas",6
"2158",2000,1,"Cañas",7
"2159",2000,3,"Cañas",8
"2160",2000,12,"Cañas",9
"2161",2000,97,"Cañas",10
"2162",2000,110,"Cañas",11
"2163",2000,192,"Cañas",12
"2164",2001,92,"Cañas",1
"2165",2001,7,"Cañas",2
"2166",2001,4,"Cañas",3
"2167",2001,2,"Cañas",4
"2168",2001,4,"Cañas",5
"2169",2001,9,"Cañas",6
"2170",2001,8,"Cañas",7
"2171",2001,14,"Cañas",8
"2172",2001,28,"Cañas",9
"2173",2001,43,"Cañas",10
"2174",2001,66,"Cañas",11
"2175",2001,33,"Cañas",12
"2176",2002,11,"Cañas",12
"2177",2002,42,"Cañas",1
"2178",2002,23,"Cañas",2
"2179",2002,5,"Cañas",3
"2180",2002,5,"Cañas",4
"2181",2002,2,"Cañas",5
"2182",2002,33,"Cañas",6
"2183",2002,11,"Cañas",7
"2184",2002,55,"Cañas",8
"2185",2002,215,"Cañas",9
"2186",2002,7,"Cañas",10
"2187",2002,0,"Cañas",11
"2188",2003,137,"Cañas",12
"2189",2003,0,"Cañas",1
"2190",2003,2,"Cañas",2
"2191",2003,1,"Cañas",3
"2192",2003,1,"Cañas",4
"2193",2003,1,"Cañas",5
"2194",2003,4,"Cañas",6
"2195",2003,23,"Cañas",7
"2196",2003,154,"Cañas",8
"2197",2003,448,"Cañas",9
"2198",2003,720,"Cañas",10
"2199",2003,424,"Cañas",11
"2200",2004,32,"Cañas",1
"2201",2004,12,"Cañas",2
"2202",2004,5,"Cañas",3
"2203",2004,2,"Cañas",4
"2204",2004,0,"Cañas",5
"2205",2004,9,"Cañas",6
"2206",2004,4,"Cañas",7
"2207",2004,6,"Cañas",8
"2208",2004,0,"Cañas",9
"2209",2004,12,"Cañas",10
"2210",2004,20,"Cañas",11
"2211",2004,1,"Cañas",12
"2212",2005,5,"Cañas",1
"2213",2005,0,"Cañas",2
"2214",2005,1,"Cañas",3
"2215",2005,0,"Cañas",4
"2216",2005,12,"Cañas",5
"2217",2005,16,"Cañas",6
"2218",2005,22,"Cañas",7
"2219",2005,285,"Cañas",8
"2220",2005,339,"Cañas",9
"2221",2005,276,"Cañas",10
"2222",2005,136,"Cañas",11
"2223",2005,44,"Cañas",12
"2224",2006,24,"Cañas",1
"2225",2006,21,"Cañas",2
"2226",2006,4,"Cañas",3
"2227",2006,2,"Cañas",4
"2228",2006,4,"Cañas",5
"2229",2006,5,"Cañas",6
"2230",2006,78,"Cañas",7
"2231",2006,29,"Cañas",8
"2232",2006,14,"Cañas",9
"2233",2006,11,"Cañas",10
"2234",2006,29,"Cañas",11
"2235",2006,103,"Cañas",12
"2236",2007,108,"Cañas",1
"2237",2007,29,"Cañas",2
"2238",2007,7,"Cañas",3
"2239",2007,9,"Cañas",4
"2240",2007,12,"Cañas",5
"2241",2007,27,"Cañas",6
"2242",2007,110,"Cañas",7
"2243",2007,219,"Cañas",8
"2244",2007,299,"Cañas",9
"2245",2007,538,"Cañas",10
"2246",2007,264,"Cañas",11
"2247",2007,90,"Cañas",12
"2248",2008,20,"Cañas",12
"2249",2008,28,"Cañas",1
"2250",2008,6,"Cañas",2
"2251",2008,3,"Cañas",3
"2252",2008,4,"Cañas",4
"2253",2008,3,"Cañas",5
"2254",2008,6,"Cañas",6
"2255",2008,4,"Cañas",7
"2256",2008,5,"Cañas",8
"2257",2008,6,"Cañas",9
"2258",2008,8,"Cañas",10
"2259",2008,6,"Cañas",11
"2260",2009,8,"Cañas",1
"2261",2009,1,"Cañas",2
"2262",2009,0,"Cañas",3
"2263",2009,5,"Cañas",4
"2264",2009,0,"Cañas",5
"2265",2009,0,"Cañas",6
"2266",2009,4,"Cañas",7
"2267",2009,5,"Cañas",8
"2268",2009,8,"Cañas",9
"2269",2009,11,"Cañas",10
"2270",2009,265,"Cañas",11
"2271",2009,353,"Cañas",12
"2272",2010,181,"Cañas",1
"2273",2010,89,"Cañas",2
"2274",2010,26,"Cañas",3
"2275",2010,1,"Cañas",4
"2276",2010,24,"Cañas",5
"2277",2010,31,"Cañas",6
"2278",2010,38,"Cañas",7
"2279",2010,91,"Cañas",8
"2280",2010,84,"Cañas",9
"2281",2010,70,"Cañas",10
"2282",2010,75,"Cañas",11
"2283",2010,35,"Cañas",12
"2284",2011,32,"Cañas",1
"2285",2011,6,"Cañas",2
"2286",2011,1,"Cañas",3
"2287",2011,2,"Cañas",4
"2288",2011,1,"Cañas",5
"2289",2011,1,"Cañas",6
"2290",2011,4,"Cañas",7
"2291",2011,9,"Cañas",8
"2292",2011,11,"Cañas",9
"2293",2011,16,"Cañas",10
"2294",2011,13,"Cañas",11
"2295",2011,23,"Cañas",12
"2296",2012,8,"Cañas",1
"2297",2012,5,"Cañas",2
"2298",2012,1,"Cañas",3
"2299",2012,0,"Cañas",4
"2300",2012,1,"Cañas",5
"2301",2012,3,"Cañas",6
"2302",2012,5,"Cañas",7
"2303",2012,26,"Cañas",8
"2304",2012,23,"Cañas",9
"2305",2012,4,"Cañas",10
"2306",2012,13,"Cañas",11
"2307",2012,17,"Cañas",12
"2308",2013,135,"Cañas",12
"2309",2013,37,"Cañas",1
"2310",2013,5,"Cañas",2
"2311",2013,1,"Cañas",3
"2312",2013,3,"Cañas",4
"2313",2013,4,"Cañas",5
"2314",2013,9,"Cañas",6
"2315",2013,80,"Cañas",7
"2316",2013,184,"Cañas",8
"2317",2013,359,"Cañas",9
"2318",2013,306,"Cañas",10
"2319",2013,233,"Cañas",11
"2320",2014,26,"Cañas",12
"2321",2014,40,"Cañas",1
"2322",2014,11,"Cañas",2
"2323",2014,2,"Cañas",3
"2324",2014,2,"Cañas",4
"2325",2014,0,"Cañas",5
"2326",2014,0,"Cañas",6
"2327",2014,5,"Cañas",7
"2328",2014,1,"Cañas",8
"2329",2014,12,"Cañas",9
"2330",2014,7,"Cañas",10
"2331",2014,1,"Cañas",11
"2332",2015,3,"Cañas",1
"2333",2015,1,"Cañas",2
"2334",2015,0,"Cañas",3
"2335",2015,0,"Cañas",4
"2336",2015,0,"Cañas",5
"2337",2015,3,"Cañas",6
"2338",2015,13,"Cañas",7
"2339",2015,12,"Cañas",8
"2340",2015,13,"Cañas",9
"2341",2015,25,"Cañas",10
"2342",2015,219,"Cañas",11
"2343",2015,206,"Cañas",12
"2344",2016,119,"Cañas",1
"2345",2016,21,"Cañas",2
"2346",2016,7,"Cañas",3
"2347",2016,1,"Cañas",4
"2348",2016,2,"Cañas",5
"2349",2016,4,"Cañas",6
"2350",2016,19,"Cañas",7
"2351",2016,38,"Cañas",8
"2352",2016,69,"Cañas",9
"2353",2016,56,"Cañas",10
"2354",2016,29,"Cañas",11
"2355",2016,23,"Cañas",12
"2356",2017,10,"Cañas",1
"2357",2017,3,"Cañas",2
"2358",2017,0,"Cañas",3
"2359",2017,0,"Cañas",4
"2360",2017,1,"Cañas",5
"2361",2017,6,"Cañas",6
"2362",2017,8,"Cañas",7
"2363",2017,7,"Cañas",8
"2364",2017,6,"Cañas",9
"2365",2017,5,"Cañas",10
"2366",2017,2,"Cañas",11
"2367",2017,NA,"Cañas",12
"2368",2018,5,"Cañas",1
"2369",2018,1,"Cañas",2
"2370",2018,2,"Cañas",3
"2371",2018,1,"Cañas",4
"2372",2018,3,"Cañas",5
"2373",2018,2,"Cañas",6
"2374",2018,4,"Cañas",7
"2375",2018,1,"Cañas",8
"2376",2018,0,"Cañas",9
"2377",2018,7,"Cañas",10
"2378",2018,20,"Cañas",11
"2379",2018,13,"Cañas",12
"2380",2019,0,"Cañas",12
"2381",2019,2,"Cañas",1
"2382",2019,4,"Cañas",2
"2383",2019,2,"Cañas",3
"2384",2019,5,"Cañas",4
"2385",2019,3,"Cañas",5
"2386",2019,4,"Cañas",6
"2387",2019,3,"Cañas",7
"2388",2019,1,"Cañas",8
"2389",2019,4,"Cañas",9
"2390",2019,4,"Cañas",10
"2391",2000,9,"Liberia",1
"2392",2000,0,"Liberia",2
"2393",2000,0,"Liberia",3
"2394",2000,0,"Liberia",4
"2395",2000,1,"Liberia",5
"2396",2000,0,"Liberia",6
"2397",2000,0,"Liberia",7
"2398",2000,0,"Liberia",8
"2399",2000,19,"Liberia",9
"2400",2000,29,"Liberia",10
"2401",2000,42,"Liberia",11
"2402",2000,31,"Liberia",12
"2403",2001,18,"Liberia",1
"2404",2001,16,"Liberia",2
"2405",2001,4,"Liberia",3
"2406",2001,0,"Liberia",4
"2407",2001,3,"Liberia",5
"2408",2001,4,"Liberia",6
"2409",2001,1,"Liberia",7
"2410",2001,9,"Liberia",8
"2411",2001,102,"Liberia",9
"2412",2001,347,"Liberia",10
"2413",2001,134,"Liberia",11
"2414",2001,73,"Liberia",12
"2415",2002,7,"Liberia",12
"2416",2002,20,"Liberia",1
"2417",2002,3,"Liberia",2
"2418",2002,0,"Liberia",3
"2419",2002,1,"Liberia",4
"2420",2002,0,"Liberia",5
"2421",2002,0,"Liberia",6
"2422",2002,3,"Liberia",7
"2423",2002,5,"Liberia",8
"2424",2002,29,"Liberia",9
"2425",2002,10,"Liberia",10
"2426",2002,4,"Liberia",11
"2427",2003,289,"Liberia",12
"2428",2003,1,"Liberia",1
"2429",2003,3,"Liberia",2
"2430",2003,2,"Liberia",3
"2431",2003,3,"Liberia",4
"2432",2003,1,"Liberia",5
"2433",2003,7,"Liberia",6
"2434",2003,40,"Liberia",7
"2435",2003,215,"Liberia",8
"2436",2003,414,"Liberia",9
"2437",2003,672,"Liberia",10
"2438",2003,492,"Liberia",11
"2439",2004,67,"Liberia",1
"2440",2004,12,"Liberia",2
"2441",2004,12,"Liberia",3
"2442",2004,3,"Liberia",4
"2443",2004,13,"Liberia",5
"2444",2004,20,"Liberia",6
"2445",2004,11,"Liberia",7
"2446",2004,22,"Liberia",8
"2447",2004,20,"Liberia",9
"2448",2004,20,"Liberia",10
"2449",2004,16,"Liberia",11
"2450",2004,4,"Liberia",12
"2451",2005,7,"Liberia",1
"2452",2005,3,"Liberia",2
"2453",2005,3,"Liberia",3
"2454",2005,4,"Liberia",4
"2455",2005,7,"Liberia",5
"2456",2005,6,"Liberia",6
"2457",2005,10,"Liberia",7
"2458",2005,100,"Liberia",8
"2459",2005,151,"Liberia",9
"2460",2005,170,"Liberia",10
"2461",2005,106,"Liberia",11
"2462",2005,77,"Liberia",12
"2463",2006,69,"Liberia",1
"2464",2006,17,"Liberia",2
"2465",2006,6,"Liberia",3
"2466",2006,4,"Liberia",4
"2467",2006,0,"Liberia",5
"2468",2006,8,"Liberia",6
"2469",2006,16,"Liberia",7
"2470",2006,9,"Liberia",8
"2471",2006,17,"Liberia",9
"2472",2006,40,"Liberia",10
"2473",2006,130,"Liberia",11
"2474",2006,276,"Liberia",12
"2475",2007,309,"Liberia",1
"2476",2007,72,"Liberia",2
"2477",2007,24,"Liberia",3
"2478",2007,31,"Liberia",4
"2479",2007,25,"Liberia",5
"2480",2007,127,"Liberia",6
"2481",2007,500,"Liberia",7
"2482",2007,521,"Liberia",8
"2483",2007,356,"Liberia",9
"2484",2007,231,"Liberia",10
"2485",2007,68,"Liberia",11
"2486",2007,19,"Liberia",12
"2487",2008,11,"Liberia",12
"2488",2008,5,"Liberia",1
"2489",2008,2,"Liberia",2
"2490",2008,1,"Liberia",3
"2491",2008,2,"Liberia",4
"2492",2008,0,"Liberia",5
"2493",2008,3,"Liberia",6
"2494",2008,1,"Liberia",7
"2495",2008,6,"Liberia",8
"2496",2008,9,"Liberia",9
"2497",2008,13,"Liberia",10
"2498",2008,10,"Liberia",11
"2499",2009,5,"Liberia",1
"2500",2009,8,"Liberia",2
"2501",2009,0,"Liberia",3
"2502",2009,0,"Liberia",4
"2503",2009,2,"Liberia",5
"2504",2009,7,"Liberia",6
"2505",2009,12,"Liberia",7
"2506",2009,2,"Liberia",8
"2507",2009,2,"Liberia",9
"2508",2009,7,"Liberia",10
"2509",2009,20,"Liberia",11
"2510",2009,16,"Liberia",12
"2511",2010,38,"Liberia",1
"2512",2010,36,"Liberia",2
"2513",2010,18,"Liberia",3
"2514",2010,4,"Liberia",4
"2515",2010,8,"Liberia",5
"2516",2010,32,"Liberia",6
"2517",2010,55,"Liberia",7
"2518",2010,178,"Liberia",8
"2519",2010,98,"Liberia",9
"2520",2010,85,"Liberia",10
