"num","Year","Cases","Canton","Month"
"3777",2015,1,"Upala",12
"3778",2016,5,"Upala",1
"3779",2016,2,"Upala",2
"3780",2016,3,"Upala",3
"3781",2016,0,"Upala",4
"3782",2016,2,"Upala",5
"3783",2016,1,"Upala",6
"3784",2016,6,"Upala",7
"3785",2016,2,"Upala",8
"3786",2016,1,"Upala",9
"3787",2016,1,"Upala",10
"3788",2016,3,"Upala",11
"3789",2016,6,"Upala",12
"3790",2017,1,"Upala",1
"3791",2017,1,"Upala",2
"3792",2017,2,"Upala",3
"3793",2017,0,"Upala",4
"3794",2017,2,"Upala",5
"3795",2017,5,"Upala",6
"3796",2017,0,"Upala",7
"3797",2017,4,"Upala",8
"3798",2017,2,"Upala",9
"3799",2017,1,"Upala",10
"3800",2017,0,"Upala",11
"3801",2017,NA,"Upala",12
"3802",2018,2,"Upala",1
"3803",2018,1,"Upala",2
"3804",2018,1,"Upala",3
"3805",2018,0,"Upala",4
"3806",2018,0,"Upala",5
"3807",2018,1,"Upala",6
"3808",2018,2,"Upala",7
"3809",2018,0,"Upala",8
"3810",2018,0,"Upala",9
"3811",2018,1,"Upala",10
"3812",2018,6,"Upala",11
"3813",2018,0,"Upala",12
"3814",2019,0,"Upala",12
"3815",2019,1,"Upala",1
"3816",2019,1,"Upala",2
"3817",2019,1,"Upala",3
"3818",2019,3,"Upala",4
"3819",2019,0,"Upala",5
"3820",2019,1,"Upala",6
"3821",2019,5,"Upala",7
"3822",2019,4,"Upala",8
"3823",2019,4,"Upala",9
"3824",2019,3,"Upala",10
"3825",2000,4,"Montes de Oro",1
"3826",2000,0,"Montes de Oro",2
"3827",2000,1,"Montes de Oro",3
"3828",2000,1,"Montes de Oro",4
"3829",2000,1,"Montes de Oro",5
"3830",2000,2,"Montes de Oro",6
"3831",2000,2,"Montes de Oro",7
"3832",2000,6,"Montes de Oro",8
"3833",2000,15,"Montes de Oro",9
"3834",2000,9,"Montes de Oro",10
"3835",2000,3,"Montes de Oro",11
"3836",2000,1,"Montes de Oro",12
"3837",2001,0,"Montes de Oro",1
"3838",2001,0,"Montes de Oro",2
"3839",2001,0,"Montes de Oro",3
"3840",2001,0,"Montes de Oro",4
"3841",2001,0,"Montes de Oro",5
"3842",2001,0,"Montes de Oro",6
"3843",2001,5,"Montes de Oro",7
"3844",2001,5,"Montes de Oro",8
"3845",2001,21,"Montes de Oro",9
"3846",2001,71,"Montes de Oro",10
"3847",2001,33,"Montes de Oro",11
"3848",2001,7,"Montes de Oro",12
"3849",2002,5,"Montes de Oro",12
"3850",2002,12,"Montes de Oro",1
"3851",2002,2,"Montes de Oro",2
"3852",2002,2,"Montes de Oro",3
"3853",2002,2,"Montes de Oro",4
"3854",2002,2,"Montes de Oro",5
"3855",2002,3,"Montes de Oro",6
"3856",2002,6,"Montes de Oro",7
"3857",2002,11,"Montes de Oro",8
"3858",2002,18,"Montes de Oro",9
"3859",2002,4,"Montes de Oro",10
"3860",2002,4,"Montes de Oro",11
"3861",2003,4,"Montes de Oro",12
"3862",2003,0,"Montes de Oro",1
"3863",2003,0,"Montes de Oro",2
"3864",2003,0,"Montes de Oro",3
"3865",2003,0,"Montes de Oro",4
"3866",2003,2,"Montes de Oro",5
"3867",2003,88,"Montes de Oro",6
"3868",2003,64,"Montes de Oro",7
"3869",2003,29,"Montes de Oro",8
"3870",2003,32,"Montes de Oro",9
"3871",2003,11,"Montes de Oro",10
"3872",2003,9,"Montes de Oro",11
"3873",2004,1,"Montes de Oro",1
"3874",2004,4,"Montes de Oro",2
"3875",2004,1,"Montes de Oro",3
"3876",2004,0,"Montes de Oro",4
"3877",2004,2,"Montes de Oro",5
"3878",2004,4,"Montes de Oro",6
"3879",2004,3,"Montes de Oro",7
"3880",2004,6,"Montes de Oro",8
"3881",2004,11,"Montes de Oro",9
"3882",2004,10,"Montes de Oro",10
"3883",2004,4,"Montes de Oro",11
"3884",2004,0,"Montes de Oro",12
"3885",2005,1,"Montes de Oro",1
"3886",2005,0,"Montes de Oro",2
"3887",2005,0,"Montes de Oro",3
"3888",2005,1,"Montes de Oro",4
"3889",2005,12,"Montes de Oro",5
"3890",2005,49,"Montes de Oro",6
"3891",2005,86,"Montes de Oro",7
"3892",2005,89,"Montes de Oro",8
"3893",2005,65,"Montes de Oro",9
"3894",2005,23,"Montes de Oro",10
"3895",2005,4,"Montes de Oro",11
"3896",2005,3,"Montes de Oro",12
"3897",2006,8,"Montes de Oro",1
"3898",2006,1,"Montes de Oro",2
"3899",2006,3,"Montes de Oro",3
"3900",2006,0,"Montes de Oro",4
"3901",2006,4,"Montes de Oro",5
"3902",2006,21,"Montes de Oro",6
"3903",2006,35,"Montes de Oro",7
"3904",2006,9,"Montes de Oro",8
"3905",2006,4,"Montes de Oro",9
"3906",2006,5,"Montes de Oro",10
"3907",2006,2,"Montes de Oro",11
"3908",2006,1,"Montes de Oro",12
"3909",2007,5,"Montes de Oro",1
"3910",2007,6,"Montes de Oro",2
"3911",2007,4,"Montes de Oro",3
"3912",2007,3,"Montes de Oro",4
"3913",2007,1,"Montes de Oro",5
"3914",2007,18,"Montes de Oro",6
"3915",2007,18,"Montes de Oro",7
"3916",2007,14,"Montes de Oro",8
"3917",2007,13,"Montes de Oro",9
"3918",2007,14,"Montes de Oro",10
"3919",2007,7,"Montes de Oro",11
"3920",2007,8,"Montes de Oro",12
"3921",2008,1,"Montes de Oro",12
"3922",2008,2,"Montes de Oro",1
"3923",2008,3,"Montes de Oro",2
"3924",2008,2,"Montes de Oro",3
"3925",2008,2,"Montes de Oro",4
"3926",2008,0,"Montes de Oro",5
"3927",2008,9,"Montes de Oro",6
"3928",2008,1,"Montes de Oro",7
"3929",2008,1,"Montes de Oro",8
"3930",2008,1,"Montes de Oro",9
"3931",2008,0,"Montes de Oro",10
"3932",2008,1,"Montes de Oro",11
"3933",2009,0,"Montes de Oro",1
"3934",2009,6,"Montes de Oro",2
"3935",2009,20,"Montes de Oro",3
"3936",2009,4,"Montes de Oro",4
"3937",2009,0,"Montes de Oro",5
"3938",2009,0,"Montes de Oro",6
"3939",2009,1,"Montes de Oro",7
"3940",2009,12,"Montes de Oro",8
"3941",2009,0,"Montes de Oro",9
"3942",2009,1,"Montes de Oro",10
"3943",2009,3,"Montes de Oro",11
"3944",2009,2,"Montes de Oro",12
"3945",2010,1,"Montes de Oro",1
"3946",2010,1,"Montes de Oro",2
"3947",2010,0,"Montes de Oro",3
"3948",2010,3,"Montes de Oro",4
"3949",2010,16,"Montes de Oro",5
"3950",2010,7,"Montes de Oro",6
"3951",2010,25,"Montes de Oro",7
"3952",2010,26,"Montes de Oro",8
"3953",2010,22,"Montes de Oro",9
"3954",2010,19,"Montes de Oro",10
"3955",2010,16,"Montes de Oro",11
"3956",2010,9,"Montes de Oro",12
"3957",2011,6,"Montes de Oro",1
"3958",2011,9,"Montes de Oro",2
"3959",2011,26,"Montes de Oro",3
"3960",2011,2,"Montes de Oro",4
"3961",2011,0,"Montes de Oro",5
"3962",2011,1,"Montes de Oro",6
"3963",2011,8,"Montes de Oro",7
"3964",2011,17,"Montes de Oro",8
"3965",2011,39,"Montes de Oro",9
"3966",2011,12,"Montes de Oro",10
"3967",2011,3,"Montes de Oro",11
"3968",2011,1,"Montes de Oro",12
"3969",2012,1,"Montes de Oro",1
"3970",2012,1,"Montes de Oro",2
"3971",2012,0,"Montes de Oro",3
"3972",2012,0,"Montes de Oro",4
"3973",2012,3,"Montes de Oro",5
"3974",2012,25,"Montes de Oro",6
"3975",2012,80,"Montes de Oro",7
"3976",2012,69,"Montes de Oro",8
"3977",2012,36,"Montes de Oro",9
"3978",2012,75,"Montes de Oro",10
"3979",2012,47,"Montes de Oro",11
"3980",2012,72,"Montes de Oro",12
"3981",2013,30,"Montes de Oro",12
"3982",2013,79,"Montes de Oro",1
"3983",2013,41,"Montes de Oro",2
"3984",2013,22,"Montes de Oro",3
"3985",2013,31,"Montes de Oro",4
"3986",2013,24,"Montes de Oro",5
"3987",2013,76,"Montes de Oro",6
"3988",2013,275,"Montes de Oro",7
"3989",2013,188,"Montes de Oro",8
"3990",2013,60,"Montes de Oro",9
"3991",2013,13,"Montes de Oro",10
"3992",2013,11,"Montes de Oro",11
"3993",2014,16,"Montes de Oro",12
"3994",2014,6,"Montes de Oro",1
"3995",2014,8,"Montes de Oro",2
"3996",2014,9,"Montes de Oro",3
"3997",2014,12,"Montes de Oro",4
"3998",2014,2,"Montes de Oro",5
"3999",2014,4,"Montes de Oro",6
"4000",2014,17,"Montes de Oro",7
"4001",2014,16,"Montes de Oro",8
"4002",2014,48,"Montes de Oro",9
"4003",2014,6,"Montes de Oro",10
"4004",2014,11,"Montes de Oro",11
"4005",2015,6,"Montes de Oro",1
"4006",2015,1,"Montes de Oro",2
"4007",2015,0,"Montes de Oro",3
"4008",2015,1,"Montes de Oro",4
"4009",2015,3,"Montes de Oro",5
"4010",2015,1,"Montes de Oro",6
"4011",2015,2,"Montes de Oro",7
"4012",2015,38,"Montes de Oro",8
"4013",2015,77,"Montes de Oro",9
"4014",2015,199,"Montes de Oro",10
"4015",2015,145,"Montes de Oro",11
"4016",2015,50,"Montes de Oro",12
"4017",2016,22,"Montes de Oro",1
"4018",2016,23,"Montes de Oro",2
"4019",2016,6,"Montes de Oro",3
"4020",2016,0,"Montes de Oro",4
"4021",2016,NA,"Montes de Oro",5
"4022",2016,10,"Montes de Oro",6
"4023",2016,NA,"Montes de Oro",7
"4024",2016,17,"Montes de Oro",8
"4025",2016,17,"Montes de Oro",9
"4026",2016,21,"Montes de Oro",10
"4027",2016,27,"Montes de Oro",11
"4028",2016,11,"Montes de Oro",12
"4029",2017,8,"Montes de Oro",1
"4030",2017,7,"Montes de Oro",2
"4031",2017,10,"Montes de Oro",3
"4032",2017,11,"Montes de Oro",4
"4033",2017,5,"Montes de Oro",5
"4034",2017,14,"Montes de Oro",6
"4035",2017,19,"Montes de Oro",7
"4036",2017,15,"Montes de Oro",8
"4037",2017,10,"Montes de Oro",9
"4038",2017,7,"Montes de Oro",10
"4039",2017,6,"Montes de Oro",11
"4040",2017,2,"Montes de Oro",12
"4041",2018,0,"Montes de Oro",1
"4042",2018,0,"Montes de Oro",2
"4043",2018,1,"Montes de Oro",3
"4044",2018,2,"Montes de Oro",4
"4045",2018,2,"Montes de Oro",5
"4046",2018,6,"Montes de Oro",6
"4047",2018,3,"Montes de Oro",7
"4048",2018,3,"Montes de Oro",8
"4049",2018,1,"Montes de Oro",9
"4050",2018,0,"Montes de Oro",10
"4051",2018,2,"Montes de Oro",11
"4052",2018,1,"Montes de Oro",12
"4053",2019,0,"Montes de Oro",12
"4054",2019,0,"Montes de Oro",1
"4055",2019,1,"Montes de Oro",2
"4056",2019,0,"Montes de Oro",3
"4057",2019,5,"Montes de Oro",4
"4058",2019,3,"Montes de Oro",5
"4059",2019,7,"Montes de Oro",6
"4060",2019,0,"Montes de Oro",7
"4061",2019,2,"Montes de Oro",8
"4062",2019,22,"Montes de Oro",9
"4063",2019,23,"Montes de Oro",10
"4064",2000,49,"Puntarenas",1
"4065",2000,38,"Puntarenas",2
"4066",2000,16,"Puntarenas",3
"4067",2000,4,"Puntarenas",4
"4068",2000,107,"Puntarenas",5
"4069",2000,114,"Puntarenas",6
"4070",2000,394,"Puntarenas",7
"4071",2000,446,"Puntarenas",8
"4072",2000,416,"Puntarenas",9
"4073",2000,272,"Puntarenas",10
"4074",2000,75,"Puntarenas",11
"4075",2000,52,"Puntarenas",12
"4076",2001,14,"Puntarenas",1
"4077",2001,11,"Puntarenas",2
"4078",2001,22,"Puntarenas",3
"4079",2001,15,"Puntarenas",4
"4080",2001,17,"Puntarenas",5
"4081",2001,60,"Puntarenas",6
"4082",2001,113,"Puntarenas",7
"4083",2001,249,"Puntarenas",8
"4084",2001,218,"Puntarenas",9
"4085",2001,311,"Puntarenas",10
"4086",2001,165,"Puntarenas",11
"4087",2001,107,"Puntarenas",12
"4088",2002,121,"Puntarenas",12
"4089",2002,107,"Puntarenas",1
"4090",2002,50,"Puntarenas",2
"4091",2002,24,"Puntarenas",3
"4092",2002,36,"Puntarenas",4
"4093",2002,14,"Puntarenas",5
"4094",2002,31,"Puntarenas",6
"4095",2002,104,"Puntarenas",7
"4096",2002,249,"Puntarenas",8
"4097",2002,487,"Puntarenas",9
"4098",2002,231,"Puntarenas",10
"4099",2002,151,"Puntarenas",11
"4100",2003,78,"Puntarenas",12
"4101",2003,82,"Puntarenas",1
"4102",2003,33,"Puntarenas",2
"4103",2003,40,"Puntarenas",3
"4104",2003,43,"Puntarenas",4
"4105",2003,80,"Puntarenas",5
"4106",2003,419,"Puntarenas",6
"4107",2003,532,"Puntarenas",7
"4108",2003,345,"Puntarenas",8
"4109",2003,337,"Puntarenas",9
"4110",2003,162,"Puntarenas",10
"4111",2003,129,"Puntarenas",11
"4112",2004,33,"Puntarenas",1
"4113",2004,6,"Puntarenas",2
"4114",2004,12,"Puntarenas",3
"4115",2004,13,"Puntarenas",4
"4116",2004,13,"Puntarenas",5
"4117",2004,25,"Puntarenas",6
"4118",2004,35,"Puntarenas",7
"4119",2004,72,"Puntarenas",8
"4120",2004,64,"Puntarenas",9
"4121",2004,88,"Puntarenas",10
"4122",2004,84,"Puntarenas",11
"4123",2004,13,"Puntarenas",12
"4124",2005,10,"Puntarenas",1
"4125",2005,6,"Puntarenas",2
"4126",2005,12,"Puntarenas",3
"4127",2005,30,"Puntarenas",4
"4128",2005,211,"Puntarenas",5
"4129",2005,469,"Puntarenas",6
"4130",2005,606,"Puntarenas",7
"4131",2005,922,"Puntarenas",8
"4132",2005,495,"Puntarenas",9
"4133",2005,269,"Puntarenas",10
"4134",2005,147,"Puntarenas",11
"4135",2005,45,"Puntarenas",12
"4136",2006,17,"Puntarenas",1
"4137",2006,8,"Puntarenas",2
"4138",2006,7,"Puntarenas",3
"4139",2006,5,"Puntarenas",4
"4140",2006,18,"Puntarenas",5
"4141",2006,129,"Puntarenas",6
"4142",2006,93,"Puntarenas",7
"4143",2006,85,"Puntarenas",8
"4144",2006,73,"Puntarenas",9
"4145",2006,97,"Puntarenas",10
"4146",2006,96,"Puntarenas",11
"4147",2006,85,"Puntarenas",12
"4148",2007,179,"Puntarenas",1
"4149",2007,68,"Puntarenas",2
"4150",2007,23,"Puntarenas",3
"4151",2007,13,"Puntarenas",4
"4152",2007,34,"Puntarenas",5
"4153",2007,108,"Puntarenas",6
"4154",2007,337,"Puntarenas",7
"4155",2007,410,"Puntarenas",8
"4156",2007,272,"Puntarenas",9
"4157",2007,145,"Puntarenas",10
"4158",2007,50,"Puntarenas",11
"4159",2007,34,"Puntarenas",12
"4160",2008,31,"Puntarenas",12
"4161",2008,29,"Puntarenas",1
"4162",2008,26,"Puntarenas",2
"4163",2008,23,"Puntarenas",3
"4164",2008,22,"Puntarenas",4
"4165",2008,9,"Puntarenas",5
"4166",2008,64,"Puntarenas",6
"4167",2008,26,"Puntarenas",7
"4168",2008,38,"Puntarenas",8
"4169",2008,111,"Puntarenas",9
"4170",2008,77,"Puntarenas",10
"4171",2008,46,"Puntarenas",11
"4172",2009,22,"Puntarenas",1
"4173",2009,22,"Puntarenas",2
"4174",2009,17,"Puntarenas",3
"4175",2009,6,"Puntarenas",4
"4176",2009,6,"Puntarenas",5
"4177",2009,14,"Puntarenas",6
"4178",2009,17,"Puntarenas",7
"4179",2009,16,"Puntarenas",8
"4180",2009,8,"Puntarenas",9
"4181",2009,15,"Puntarenas",10
"4182",2009,41,"Puntarenas",11
"4183",2009,144,"Puntarenas",12
"4184",2010,151,"Puntarenas",1
"4185",2010,214,"Puntarenas",2
"4186",2010,204,"Puntarenas",3
"4187",2010,52,"Puntarenas",4
"4188",2010,65,"Puntarenas",5
"4189",2010,307,"Puntarenas",6
"4190",2010,338,"Puntarenas",7
"4191",2010,434,"Puntarenas",8
"4192",2010,264,"Puntarenas",9
"4193",2010,209,"Puntarenas",10
"4194",2010,196,"Puntarenas",11
"4195",2010,48,"Puntarenas",12
"4196",2011,42,"Puntarenas",1
"4197",2011,52,"Puntarenas",2
"4198",2011,56,"Puntarenas",3
"4199",2011,39,"Puntarenas",4
"4200",2011,78,"Puntarenas",5
"4201",2011,95,"Puntarenas",6
"4202",2011,230,"Puntarenas",7
"4203",2011,208,"Puntarenas",8
"4204",2011,202,"Puntarenas",9
"4205",2011,145,"Puntarenas",10
"4206",2011,86,"Puntarenas",11
"4207",2011,73,"Puntarenas",12
"4208",2012,60,"Puntarenas",1
"4209",2012,25,"Puntarenas",2
"4210",2012,25,"Puntarenas",3
"4211",2012,21,"Puntarenas",4
"4212",2012,37,"Puntarenas",5
"4213",2012,144,"Puntarenas",6
"4214",2012,326,"Puntarenas",7
"4215",2012,348,"Puntarenas",8
"4216",2012,472,"Puntarenas",9
"4217",2012,519,"Puntarenas",10
"4218",2012,570,"Puntarenas",11
"4219",2012,360,"Puntarenas",12
"4220",2013,138,"Puntarenas",12
"4221",2013,238,"Puntarenas",1
"4222",2013,108,"Puntarenas",2
"4223",2013,60,"Puntarenas",3
"4224",2013,56,"Puntarenas",4
"4225",2013,96,"Puntarenas",5
"4226",2013,278,"Puntarenas",6
"4227",2013,642,"Puntarenas",7
"4228",2013,571,"Puntarenas",8
"4229",2013,517,"Puntarenas",9
"4230",2013,255,"Puntarenas",10
"4231",2013,126,"Puntarenas",11
"4232",2014,67,"Puntarenas",12
"4233",2014,48,"Puntarenas",1
"4234",2014,33,"Puntarenas",2
"4235",2014,16,"Puntarenas",3
"4236",2014,13,"Puntarenas",4
"4237",2014,32,"Puntarenas",5
"4238",2014,194,"Puntarenas",6
"4239",2014,191,"Puntarenas",7
"4240",2014,189,"Puntarenas",8
"4241",2014,276,"Puntarenas",9
"4242",2014,73,"Puntarenas",10
"4243",2014,93,"Puntarenas",11
"4244",2015,2,"Puntarenas",1
"4245",2015,0,"Puntarenas",2
"4246",2015,2,"Puntarenas",3
"4247",2015,0,"Puntarenas",4
"4248",2015,0,"Puntarenas",5
"4249",2015,0,"Puntarenas",6
"4250",2015,0,"Puntarenas",7
"4251",2015,4,"Puntarenas",8
"4252",2015,4,"Puntarenas",9
"4253",2015,14,"Puntarenas",10
"4254",2015,35,"Puntarenas",11
"4255",2015,31,"Puntarenas",12
"4256",2016,40,"Puntarenas",1
"4257",2016,12,"Puntarenas",2
"4258",2016,3,"Puntarenas",3
"4259",2016,1,"Puntarenas",4
"4260",2016,3,"Puntarenas",5
"4261",2016,1,"Puntarenas",6
"4262",2016,14,"Puntarenas",7
"4263",2016,29,"Puntarenas",8
"4264",2016,12,"Puntarenas",9
"4265",2016,8,"Puntarenas",10
"4266",2016,4,"Puntarenas",11
"4267",2016,4,"Puntarenas",12
"4268",2017,1,"Puntarenas",1
"4269",2017,0,"Puntarenas",2
"4270",2017,0,"Puntarenas",3
"4271",2017,1,"Puntarenas",4
"4272",2017,6,"Puntarenas",5
"4273",2017,3,"Puntarenas",6
"4274",2017,4,"Puntarenas",7
"4275",2017,4,"Puntarenas",8
"4276",2017,1,"Puntarenas",9
"4277",2017,1,"Puntarenas",10
"4278",2017,0,"Puntarenas",11
"4279",2017,0,"Puntarenas",12
"4280",2018,6,"Puntarenas",1
"4281",2018,10,"Puntarenas",2
"4282",2018,4,"Puntarenas",3
"4283",2018,1,"Puntarenas",4
"4284",2018,5,"Puntarenas",5
"4285",2018,8,"Puntarenas",6
"4286",2018,14,"Puntarenas",7
"4287",2018,20,"Puntarenas",8
"4288",2018,9,"Puntarenas",9
"4289",2018,39,"Puntarenas",10
"4290",2018,24,"Puntarenas",11
"4291",2018,24,"Puntarenas",12
"4292",2019,3,"Puntarenas",12
"4293",2019,15,"Puntarenas",1
"4294",2019,6,"Puntarenas",2
"4295",2019,13,"Puntarenas",3
"4296",2019,17,"Puntarenas",4
"4297",2019,10,"Puntarenas",5
"4298",2019,49,"Puntarenas",6
"4299",2019,60,"Puntarenas",7
"4300",2019,56,"Puntarenas",8
"4301",2019,126,"Puntarenas",9
"4302",2019,28,"Puntarenas",10
"4303",2000,1,"Esparza",1
"4304",2000,0,"Esparza",2
"4305",2000,1,"Esparza",3
"4306",2000,1,"Esparza",4
"4307",2000,2,"Esparza",5
"4308",2000,1,"Esparza",6
"4309",2000,12,"Esparza",7
"4310",2000,21,"Esparza",8
"4311",2000,47,"Esparza",9
"4312",2000,77,"Esparza",10
"4313",2000,33,"Esparza",11
"4314",2000,15,"Esparza",12
"4315",2001,21,"Esparza",1
"4316",2001,8,"Esparza",2
"4317",2001,3,"Esparza",3
"4318",2001,2,"Esparza",4
"4319",2001,3,"Esparza",5
"4320",2001,6,"Esparza",6
"4321",2001,9,"Esparza",7
"4322",2001,15,"Esparza",8
"4323",2001,28,"Esparza",9
"4324",2001,35,"Esparza",10
"4325",2001,60,"Esparza",11
"4326",2001,72,"Esparza",12
"4327",2002,22,"Esparza",12
"4328",2002,91,"Esparza",1
"4329",2002,88,"Esparza",2
"4330",2002,19,"Esparza",3
"4331",2002,13,"Esparza",4
"4332",2002,5,"Esparza",5
"4333",2002,3,"Esparza",6
"4334",2002,14,"Esparza",7
"4335",2002,46,"Esparza",8
"4336",2002,23,"Esparza",9
"4337",2002,23,"Esparza",10
"4338",2002,16,"Esparza",11
"4339",2003,68,"Esparza",12
"4340",2003,2,"Esparza",1
"4341",2003,2,"Esparza",2
"4342",2003,3,"Esparza",3
"4343",2003,10,"Esparza",4
"4344",2003,8,"Esparza",5
"4345",2003,31,"Esparza",6
"4346",2003,74,"Esparza",7
"4347",2003,94,"Esparza",8
"4348",2003,111,"Esparza",9
"4349",2003,98,"Esparza",10
"4350",2003,116,"Esparza",11
"4351",2004,24,"Esparza",1
"4352",2004,15,"Esparza",2
"4353",2004,17,"Esparza",3
"4354",2004,11,"Esparza",4
"4355",2004,10,"Esparza",5
"4356",2004,2,"Esparza",6
"4357",2004,2,"Esparza",7
"4358",2004,5,"Esparza",8
"4359",2004,1,"Esparza",9
"4360",2004,9,"Esparza",10
"4361",2004,6,"Esparza",11
"4362",2004,1,"Esparza",12
"4363",2005,1,"Esparza",1
"4364",2005,2,"Esparza",2
"4365",2005,0,"Esparza",3
"4366",2005,2,"Esparza",4
"4367",2005,4,"Esparza",5
"4368",2005,48,"Esparza",6
"4369",2005,103,"Esparza",7
"4370",2005,202,"Esparza",8
"4371",2005,133,"Esparza",9
"4372",2005,87,"Esparza",10
"4373",2005,30,"Esparza",11
"4374",2005,12,"Esparza",12
"4375",2006,5,"Esparza",1
"4376",2006,18,"Esparza",2
"4377",2006,13,"Esparza",3
"4378",2006,3,"Esparza",4
"4379",2006,5,"Esparza",5
"4380",2006,9,"Esparza",6
"4381",2006,9,"Esparza",7
"4382",2006,11,"Esparza",8
"4383",2006,13,"Esparza",9
"4384",2006,4,"Esparza",10
"4385",2006,11,"Esparza",11
"4386",2006,10,"Esparza",12
"4387",2007,19,"Esparza",1
"4388",2007,26,"Esparza",2
"4389",2007,5,"Esparza",3
"4390",2007,7,"Esparza",4
"4391",2007,9,"Esparza",5
"4392",2007,29,"Esparza",6
"4393",2007,80,"Esparza",7
"4394",2007,49,"Esparza",8
"4395",2007,60,"Esparza",9
"4396",2007,50,"Esparza",10
"4397",2007,36,"Esparza",11
"4398",2007,6,"Esparza",12
"4399",2008,14,"Esparza",12
"4400",2008,13,"Esparza",1
"4401",2008,6,"Esparza",2
"4402",2008,16,"Esparza",3
"4403",2008,5,"Esparza",4
"4404",2008,22,"Esparza",5
"4405",2008,14,"Esparza",6
"4406",2008,52,"Esparza",7
"4407",2008,61,"Esparza",8
"4408",2008,24,"Esparza",9
"4409",2008,23,"Esparza",10
"4410",2008,48,"Esparza",11
"4411",2009,7,"Esparza",1
"4412",2009,14,"Esparza",2
"4413",2009,14,"Esparza",3
"4414",2009,2,"Esparza",4
"4415",2009,3,"Esparza",5
"4416",2009,7,"Esparza",6
"4417",2009,14,"Esparza",7
"4418",2009,12,"Esparza",8
"4419",2009,6,"Esparza",9
"4420",2009,4,"Esparza",10
"4421",2009,9,"Esparza",11
"4422",2009,28,"Esparza",12
"4423",2010,4,"Esparza",1
"4424",2010,4,"Esparza",2
"4425",2010,0,"Esparza",3
"4426",2010,2,"Esparza",4
"4427",2010,11,"Esparza",5
"4428",2010,38,"Esparza",6
"4429",2010,75,"Esparza",7
"4430",2010,103,"Esparza",8
"4431",2010,35,"Esparza",9
"4432",2010,40,"Esparza",10
"4433",2010,42,"Esparza",11
"4434",2010,15,"Esparza",12
"4435",2011,28,"Esparza",1
"4436",2011,33,"Esparza",2
"4437",2011,14,"Esparza",3
"4438",2011,14,"Esparza",4
"4439",2011,23,"Esparza",5
"4440",2011,28,"Esparza",6
"4441",2011,68,"Esparza",7
"4442",2011,163,"Esparza",8
"4443",2011,25,"Esparza",9
"4444",2011,24,"Esparza",10
"4445",2011,12,"Esparza",11
"4446",2011,6,"Esparza",12
"4447",2012,4,"Esparza",1
"4448",2012,3,"Esparza",2
"4449",2012,2,"Esparza",3
"4450",2012,4,"Esparza",4
"4451",2012,10,"Esparza",5
"4452",2012,29,"Esparza",6
"4453",2012,119,"Esparza",7
"4454",2012,181,"Esparza",8
"4455",2012,112,"Esparza",9
"4456",2012,112,"Esparza",10
"4457",2012,102,"Esparza",11
"4458",2012,80,"Esparza",12
"4459",2013,27,"Esparza",12
"4460",2013,79,"Esparza",1
"4461",2013,38,"Esparza",2
"4462",2013,9,"Esparza",3
"4463",2013,10,"Esparza",4
"4464",2013,31,"Esparza",5
"4465",2013,63,"Esparza",6
"4466",2013,153,"Esparza",7
"4467",2013,222,"Esparza",8
"4468",2013,137,"Esparza",9
"4469",2013,34,"Esparza",10
"4470",2013,28,"Esparza",11
"4471",2014,5,"Esparza",12
"4472",2014,14,"Esparza",1
"4473",2014,5,"Esparza",2
"4474",2014,4,"Esparza",3
"4475",2014,8,"Esparza",4
"4476",2014,7,"Esparza",5
"4477",2014,6,"Esparza",6
"4478",2014,21,"Esparza",7
"4479",2014,15,"Esparza",8
"4480",2014,10,"Esparza",9
"4481",2014,1,"Esparza",10
"4482",2014,3,"Esparza",11
"4483",2015,3,"Esparza",1
"4484",2015,3,"Esparza",2
"4485",2015,2,"Esparza",3
"4486",2015,8,"Esparza",4
"4487",2015,11,"Esparza",5
"4488",2015,5,"Esparza",6
"4489",2015,9,"Esparza",7
"4490",2015,27,"Esparza",8
"4491",2015,67,"Esparza",9
"4492",2015,110,"Esparza",10
"4493",2015,159,"Esparza",11
"4494",2015,68,"Esparza",12
"4495",2016,79,"Esparza",1
"4496",2016,19,"Esparza",2
"4497",2016,7,"Esparza",3
"4498",2016,6,"Esparza",4
"4499",2016,5,"Esparza",5
"4500",2016,16,"Esparza",6
"4501",2016,40,"Esparza",7
"4502",2016,77,"Esparza",8
"4503",2016,51,"Esparza",9
"4504",2016,46,"Esparza",10
"4505",2016,29,"Esparza",11
"4506",2016,12,"Esparza",12
"4507",2017,9,"Esparza",1
"4508",2017,5,"Esparza",2
"4509",2017,3,"Esparza",3
"4510",2017,6,"Esparza",4
"4511",2017,8,"Esparza",5
"4512",2017,22,"Esparza",6
"4513",2017,15,"Esparza",7
"4514",2017,6,"Esparza",8
"4515",2017,2,"Esparza",9
"4516",2017,4,"Esparza",10
"4517",2017,3,"Esparza",11
"4518",2017,0,"Esparza",12
"4519",2018,2,"Esparza",1
"4520",2018,3,"Esparza",2
"4521",2018,2,"Esparza",3
"4522",2018,1,"Esparza",4
"4523",2018,0,"Esparza",5
"4524",2018,2,"Esparza",6
"4525",2018,4,"Esparza",7
"4526",2018,5,"Esparza",8
"4527",2018,8,"Esparza",9
"4528",2018,5,"Esparza",10
"4529",2018,6,"Esparza",11
"4530",2018,5,"Esparza",12
