"Canton" "column1" "column2" "column3"
"1" "Alajuela" -1.42549785908095 9.05381902673044 0.599146393825136
"2" "Alajuela" -1.45857768484162 8.5755690867338 0.667771804822943
"3" "Alajuela" -1.49320207690329 8.1232887147423 0.736395787334428
"4" "Alajuela" -1.52816999950536 7.69891196192434 0.804975268392002
"5" "Alajuela" -1.56208873097739 7.30300063900847 0.873467224707271
"6" "Alajuela" -1.59343054325513 6.93509035206237 0.941829110051494
"7" "Alajuela" -1.62059567126393 6.5940256179857 1.01001934165501
"8" "Alajuela" -1.64197372972005 6.27823795791844 1.07799784993415
"9" "Alajuela" -1.65599649312154 5.98595337517741 1.14572669655421
"10" "Alajuela" -1.66117707193385 5.71533456103307 1.21317076683954
"11" "Alajuela" -1.65613344153937 5.46457093121431 1.28029854393958
"12" "Alajuela" -1.63959734242775 5.23193062540086 1.34708297407112
"13" "Alajuela" -1.6104122484174 5.01578655543523 1.41350243473294
"14" "Alajuela" -1.56752616740236 4.81462567640109 1.47954182122657
"15" "Alajuela" -1.50998654287 4.62704793492024 1.54519377137529
"16" "Alajuela" -1.43694561834612 4.45175918701384 1.61046005436018
"17" "Alajuela" -1.34768531962205 4.28756080306759 1.67535315755592
"18" "Alajuela" -1.24167057630758 4.13333759066681 1.7398981157964
"19" "Alajuela" -1.11863793313785 3.98804494139554 1.80413464152673
"20" "Alajuela" -0.978720462272395 3.85069563330155 1.86811963306697
"21" "Alajuela" -0.822598442920161 3.72034640993928 1.93193016351978
"22" "Alajuela" -0.651647785299384 3.59608424682308 1.9956670872944
"23" "Alajuela" -0.468039154361806 3.4770120623462 2.05945944857828
"24" "Alajuela" -0.274731269916576 3.36223350116951 2.12346994197481
"25" "Alajuela" -0.0753162049439307 3.25083629019516 2.18790176836506
"26" "Alajuela" 0.126281498211107 3.14187352119906 2.25300736168722
"27" "Alajuela" 0.32619164595349 3.03434203208093 2.31909965468102
"28" "Alajuela" 0.520971231824754 2.92715682191715 2.38656683515314
"29" "Alajuela" 0.707869109258756 2.8191201231802 2.45589196957876
"30" "Alajuela" 0.884935427617757 2.70888334586986 2.52767952102381
"31" "Alajuela" 1.05098640286872 2.59489958364881 2.60269180331386
"32" "Alajuela" 1.20547260245624 2.47536372630322 2.6819000343263
"33" "Alajuela" 1.34830674842463 2.34813649407348 2.766557305999
"34" "Alajuela" 1.47969423011798 2.2106480463288 2.85830525906355
"35" "Alajuela" 1.59999039634307 2.05977662872769 2.95933401483263
"36" "Alajuela" 1.7095928522633 1.8916989998585 3.07262887479111
"37" "Alajuela" 1.80886749644132 1.70171435127035 3.2023633797293
"38" "Alajuela" 1.89810301461724 1.48405683371426 3.35454920246056
"39" "Alajuela" 1.97748789712015 1.23174292856849 3.53815751130285
"40" "Alajuela" 2.04710490800792 0.936564824289035 3.76715124456646
"41" "Alajuela" 2.10693908986129 0.589460056629421 4.06438053014765
"42" "Alajuela" 2.15689618198206 0.181661566634466 4.46952310063296
"43" "Alajuela" 2.19682848806281 -0.292841394193981 5.05624524891033
"44" "Alajuela" 2.22656474280769 -0.833283923341401 5.9699801128893
"45" "Alajuela" 2.2459396036575 -1.42758864315963 7.49496170000097
"46" "Alajuela" 2.25481744183374 -2.0505011843832 9.99278898256138
"47" "Alajuela" 2.25310468605335 -2.66800471510282 13.0551574222865
"48" "Alajuela" 2.24074566986703 -3.24726738967659 15.3988787052904
"49" "Alajuela" 2.21769916936582 -3.76578452892529 16.8075941899062
"50" "Alajuela" 2.18389665302156 -4.21425655562338 17.6584090235452
"51" "Alajuela" 2.13918834208955 -4.59378176765243 -17.7891555307592
"52" "Alajuela" 2.08328888288614 -4.91123435120221 -17.4039569357209
"53" "Alajuela" 2.01574019906377 -5.17556083181194 -17.1190164374957
"54" "Alajuela" 1.93591457499696 -5.39564727459279 -16.8978242820965
"55" "Alajuela" 1.84308563718274 -5.57938239851098 -16.7190866477758
"56" "Alajuela" 1.73659638005297 -5.73339680390011 -16.5696131206026
"57" "Alajuela" 1.6161455307049 -5.86311454463891 -16.440794392975
"58" "Alajuela" 1.48218516678485 -5.97291829688588 -16.3267481453939
"59" "Alajuela" 1.33636266537994 -6.06633513930367 -16.2232877240059
"60" "Alajuela" 1.18185611476905 -6.14620574537401 -16.1273201173337
"61" "Alajuela" 1.0233944435251 -6.21482590928333 -16.0364794792368
"62" "Alajuela" 0.8668073020512 -6.27406027548577 -15.9488957568268
"63" "Alajuela" 0.718153019573913 -6.32543200682725 -15.8630439120672
"64" "Alajuela" 0.582716181341504 -6.37019294180487 -15.7776429345235
"65" "Alajuela" 0.464247959459113 -6.40937843560521 -15.6915866163099
"66" "Alajuela" 0.364666451944359 -6.44385037422974 -15.6038952132496
"67" "Alajuela" 0.284184241452107 -6.47433112900058 -15.5136812652754
"68" "Alajuela" 0.221676260799455 -6.50143059592303 -15.4201253355751
"69" "Alajuela" 0.175096225835643 -6.52566796602032 -15.3224589650432
"70" "Alajuela" 0.141826124104295 -6.54748948994064 -15.2199531176781
"71" "Alajuela" 0.118921570933757 -6.56728321402884 -15.1119110343951
"72" "Alajuela" 0.103262585217264 -6.58539145665065 -14.9976648441367
"73" "Alajuela" 0.0916363595720935 -6.60212164717532 -14.8765755753446
"74" "Alajuela" 0.0807787286793992 -6.61775605427645 -14.7480364089374
"75" "Alajuela" 0.0673948751861297 -6.63256087813858 -14.6114791368195
"76" "Alajuela" 0.0481732263093767 -6.64679517030835 -14.4663838450833
