"Region" "Periodo 1" "Periodo 2" "Periodo 3"
"1" "Region 2" -1.79847605788349 10.3889772081468 -15.8602705801761
"2" "Region 2" -1.77942183746423 10.158178171455 -15.6462087498247
"3" "Region 2" -1.7560607793495 9.92398887447994 -15.4397533534754
"4" "Region 2" -1.72843191398792 9.68613463049914 -15.2414392522172
"5" "Region 2" -1.69662561135567 9.4442120059671 -15.051691647682
"6" "Region 2" -1.66078897892927 9.19766221092451 -14.8708310240428
"7" "Region 2" -1.62113128105686 8.94574310955708 -14.6990808356407
"8" "Region 2" -1.577929254865 8.68750051120495 -14.5365770998435
"9" "Region 2" -1.53153214487827 8.42173996647752 -14.3833791120463
"10" "Region 2" -1.48236620215471 8.14700134396523 -14.2394806062021
"11" "Region 2" -1.43093828704905 7.86154028582779 -14.1048208159703
"12" "Region 2" -1.37783807323163 7.56332360681591 -13.979295028828
"13" "Region 2" -1.32373817578259 7.25005020901691 -13.8627643541894
"14" "Region 2" -1.26939132999104 6.91921534213964 -13.755064538154
"15" "Region 2" -1.21562355736331 6.56824351951956 -13.6560137480062
"16" "Region 2" -1.16332211883852 6.1947217432538 -13.5654193185337
"17" "Region 2" -1.11341704261641 5.79676402222751 -13.4830835013222
"18" "Region 2" -1.06685521660563 5.37351971706583 -13.4088082903397
"19" "Region 2" -1.02456655559688 4.92578839513195 -13.3423994156732
"20" "Region 2" -0.987422680520488 4.45661719275408 -13.2836696054912
"21" "Region 2" -0.956189915462094 3.97165826476981 -13.2324412170688
"22" "Region 2" -0.931480131888143 3.47902645150004 -13.1885483334385
"23" "Region 2" -0.913704773164071 2.98851016187143 -13.1518384148091
"24" "Region 2" -0.903038773385686 2.51025884987993 -13.1221735847388
"25" "Region 2" -0.89940137619664 2.05334774988495 -13.0994316211655
"26" "Region 2" -0.90245945151959 1.6246911932488 -13.0835067124581
"27" "Region 2" -0.911655602704872 1.22857992086984 -13.07431002908
"28" "Region 2" -0.926258690713358 0.866816542116419 -13.0717701524699
"29" "Region 2" -0.945429672871964 0.539223137300367 -13.0758333944398
"30" "Region 2" -0.968292473792238 0.244266272487107 -13.086464032751
"31" "Region 2" -0.993999138712524 -0.0203755637785736 -13.1036444814882
"32" "Region 2" -1.02178085879676 -0.257378490993579 -13.1273754082868
"33" "Region 2" -1.05098058679612 -0.469481231883912 -13.1576758042497
"34" "Region 2" -1.08106731862935 -0.659309505204434 -13.1945830063445
"35" "Region 2" -1.11163536651514 -0.829283825547819 -13.2381526660628
"36" "Region 2" -1.142393476039 -0.981581577056855 -13.2884586519716
"37" "Region 2" -1.17314856855417 -1.11813161904015 -13.3455928673623
"38" "Region 2" -1.20378778569711 -1.24062672525748 -13.4096649573673
"39" "Region 2" -1.23426101805895 -1.35054459349489 -13.4808018725754
"40" "Region 2" -1.26456470718428 -1.44917192643637 -13.5591472482901
"41" "Region 2" -1.2947266922754 -1.53762852093508 -13.6448605501502
"42" "Region 2" -1.32479132459269 -1.61688980236044 -13.7381159280177
