"Canton" "NINO41" "NINO42" "NINO43"
"206" "Alajuela" -4.99459797690793 -5.59206219910423 -7.34601700669363
"207" "Alajuela" -4.74880224399152 -5.69603095195218 -7.33888883559064
"208" "Alajuela" -4.50219196993228 -5.80887319844206 -7.33108908637957
"209" "Alajuela" -4.25431462520566 -5.93082423834399 -7.32265485407498
"210" "Alajuela" -4.00468215786189 -6.06160053452804 -7.31362200998028
"211" "Alajuela" -3.75284226584106 -6.20013612042899 -7.30402512860199
"212" "Alajuela" -3.4984431838854 -6.34432260399702 -7.29389742711592
"213" "Alajuela" -3.24128589677785 -6.49084229999214 -7.28327071661707
"214" "Alajuela" -2.98135575343766 -6.63521374966963 -7.2721753644129
"215" "Alajuela" -2.71882597938968 -6.77215054053898 -7.26064026664826
"216" "Alajuela" -2.45403054725062 -6.89624117708039 -7.248692830579
"217" "Alajuela" -2.18741390383919 -7.00281104660468 -7.23635896583811
"218" "Alajuela" -1.91947804670519 -7.08870922804784 -7.2236630840637
"219" "Alajuela" -1.65075803374535 -7.15276270596893 -7.2106281062808
"220" "Alajuela" -1.3818579208203 -7.19577276982706 -7.19727547744912
"221" "Alajuela" -1.11356410581121 -7.22011140983238 -7.18362518760677
"222" "Alajuela" -0.847020646171369 -7.22910234293967 -7.16969579905466
"223" "Alajuela" -0.583908725889606 -7.22639192258779 -7.15550447903975
"224" "Alajuela" -0.326539459305327 -7.21545333985283 -7.141067037406
"225" "Alajuela" -0.0777731524205886 -7.1992797110517 -7.12639796869211
"226" "Alajuela" 0.159263754593196 -7.18025250437108 -7.11151049816377
"227" "Alajuela" 0.381599343242478 -7.16013730797927 -7.09641663127691
"228" "Alajuela" 0.586837393985604 -7.14015361140279 -7.08112720607728
"229" "Alajuela" 0.773442484926904 -7.12107578850192 -7.06565194805092
"230" "Alajuela" 0.940823130819069 -7.10333744810318 -7.04999952695103
"231" "Alajuela" 1.08923475374798 -7.08712439824661 -7.03417761513838
"232" "Alajuela" 1.21957679488329 -7.07245053093104 -7.01819294698652
"233" "Alajuela" 1.33316258724222 -7.05921619977007 -7.00205137891888
"234" "Alajuela" 1.4315156710359 -7.04725118567582 -6.98575794966279
"235" "Alajuela" 1.51621622235621 -7.03634519481875 -6.96931694032587
"236" "Alajuela" 1.58879962481374 -7.02626880451809 -6.95273193392262
"237" "Alajuela" 1.65069831883883 -7.01678736612068 -6.93600587400352
"238" "Alajuela" 1.70321497160177 -7.00766986423862 -6.91914112206575
"239" "Alajuela" 1.74751601858214 -6.99869425026167 -6.90213951345237
"240" "Alajuelita" 2.73155463496467 10.3441726853392 -11.7936219493876
"241" "Alajuelita" 2.61399922393119 10.2896515762381 -11.7065885556763
"242" "Alajuelita" 2.49219218789591 10.2394231038558 -11.6206008276789
"243" "Alajuelita" 2.36590730299573 10.1945279004644 -11.5358065319175
"244" "Alajuelita" 2.2349522277526 10.1562938296398 -11.4523562667414
"245" "Alajuelita" 2.09919476204233 10.1265077327416 -11.3704033543354
"246" "Alajuelita" 1.95859704887627 10.1077052622844 -11.2901038058722
"247" "Alajuelita" 1.81325820391315 10.1036773670202 -11.2116163760271
"248" "Alajuelita" 1.66346454987114 10.1203975645374 -11.1351027245262
"249" "Alajuelita" 1.50974452198416 10.1678226171789 -11.0607277041503
"250" "Alajuelita" 1.35292252868708 10.2636530061463 -10.9886597967544
"251" "Alajuelita" 1.19416320421018 10.4419047503348 -10.9190717215599
"252" "Alajuelita" 1.03499575879458 10.7744496142645 -10.8521412433979
"253" "Alajuelita" 0.877309047845757 11.4288910680405 -10.7880522129628
"254" "Alajuelita" 0.72331270411991 -11.2124824499791 -10.7269958767561
"255" "Alajuelita" 0.575467987059154 -8.88792760181201 -10.6691725016126
"256" "Alajuelita" 0.436401683955993 -6.88335101700712 -10.6147933679619
"257" "Alajuelita" 0.308823805960409 -5.88400763661779 -10.5640831978468
"258" "Alajuelita" 0.19547168081847 -5.44152945838629 -10.5172830989509
"259" "Alajuelita" 0.0990982802983408 -5.26746180701964 -10.4746541254187
"260" "Alajuelita" 0.0225126702096246 -5.24204455328268 -10.4364815813399
"261" "Alajuelita" -0.0313324709590768 -5.31327466538087 -10.403080225044
"262" "Alajuelita" -0.0592271260385274 -5.45630874124672 -10.3748005739593
"263" "Alajuelita" -0.0576078498802269 -5.65771973728924 -10.3520365635556
"264" "Alajuelita" -0.0225625363128812 -5.90851663381232 -10.3352348835506
"265" "Alajuelita" 0.0499156811059395 -6.20055313988386 -10.324906404988
"266" "Alajuelita" 0.163197758348762 -6.52460171437103 -10.3216402293848
"267" "Alajuelita" 0.318576187831994 -6.86964636764122 -10.3261210440798
"268" "Alajuelita" 0.513165289209645 -7.22328905847955 -10.3391506664906
"269" "Alajuelita" 0.738015274689974 -7.57301525792458 -10.3616749165712
"270" "Alajuelita" 0.978215627448681 -7.90776379813897 -10.394817285004
"271" "Alajuelita" 1.21619323470007 -8.21915535819084 -10.4399212768644
"272" "Alajuelita" 1.43675172366981 -8.50199003747573 -10.4986038108979
"273" "Alajuelita" 1.63056685572437 -8.75402912351255 -10.5728226238921
"274" "Alajuelita" 1.7944820326424 -8.97534393319108 -10.6649611915757
"275" "Alajuelita" 1.92967902923959 -9.16754864010156 -10.7779350281566
"276" "Alajuelita" 2.03952694762888 -9.33312587899322 -10.9153228907258
"277" "Alajuelita" 2.12805079836493 -9.47492731096644 -11.0815243613835
"278" "Alajuelita" 2.19911236928944 -9.59584805313629 -11.2819393863165
"279" "Alajuelita" 2.256076624594 -9.6986382428397 -11.5231514701514
"280" "Alajuelita" 2.30173562282719 -9.78580928299487 -11.8130668239085
"281" "Alajuelita" 2.33834387819937 -9.85959948910177 -12.1609048342839
"282" "Alajuelita" 2.36768908992363 -9.9219739554954 -12.5768367611756
"283" "Alajuelita" 2.39116436694273 -9.97464226419109 -13.070929867316
"284" "Alajuelita" 2.40982966962878 -10.0190840953976 -13.6509387035852
"285" "Alajuelita" 2.42445989405424 -10.0565770716566 -14.3186210370308
"286" "Alajuelita" 2.43558062123626 -10.0882238311213 -15.0650638664788
"287" "Alajuelita" 2.44349332697964 -10.1149769066548 -15.867167249483
"288" "Alajuelita" 2.44829159953801 -10.137660883868 -16.6887521171039
"289" "Alajuelita" 2.44986960946924 -10.1569917927433 -17.488070782225
"290" "Alajuelita" 2.44792416574945 -10.1735939263456 17.771470240735
"291" "Alajuelita" 2.44195228866483 -10.1880143820019 17.1136229067019
"292" "Alajuelita" 2.43124729866615 -10.2007356481776 16.5479989399042
"293" "Alajuelita" 2.41489795789395 -10.2121865506551 16.0735026149281
"294" "Alajuelita" 2.39179733933999 -10.2227518451985 15.6830226817829
"295" "Alajuelita" 2.36067105428489 -10.2327807119877 15.3671772535561
"296" "Alajuelita" 2.32013826649153 -10.2425943756214 15.1165859653002
"297" "Alajuelita" 2.2688227986851 -10.2524930462705 14.922979908806
"298" "Alajuelita" 2.205533057585 -10.262762353733 14.7796099644904
"299" "Alajuelita" 2.1295230578942 -10.273679426912 14.6813021607677
"300" "Alajuelita" 2.04082439119223 -10.2855187563088 14.6243682626349
"301" "Alajuelita" 1.94059435735231 -10.2985579659069 14.6064797412239
"302" "Alajuelita" 1.83136651277699 -10.3130836124868 14.6265547076286
"303" "Alajuelita" 1.71705252197213 -10.329397123866 14.684675987904
"304" "Alajuelita" 1.60258451454595 -10.3478209813078 14.7820413991272
"305" "Alajuelita" 1.49322862870595 -10.3687052432242 14.9209355603696
"306" "Alajuelita" 1.39377350685523 -10.3924344941555 15.1047000370761
"307" "Alajuelita" 1.30787016004506 -10.4194352800237 15.3376603316177
"308" "Alajuelita" 1.23770873890752 -10.4501840505821 15.6249402311558
"309" "Alajuelita" 1.18404179224657 -10.4852155618398 15.9720556010129
"310" "Alajuelita" 1.14643302736166 -10.5251315786213 16.3841407767042
"311" "Alajuelita" 1.12358260051487 -10.5706095362502 16.864656403312
"312" "Alajuelita" 1.11362318437286 -10.6224105360767 17.4135336027991
"313" "Alajuelita" 1.11433997286754 -10.6813856145565 -17.9749768774383
"314" "Alajuelita" 1.12331027011747 -10.7484785778171 -17.3139627165969
"315" "Alajuelita" 1.13797917969078 -10.8247227603166 -16.6238234758736
"316" "Alajuelita" 1.15569425459875 -10.9112277789295 -15.9297124925495
"317" "Alajuelita" 1.17372194079594 -11.0091506877169 -15.2569520251582
"318" "Alajuelita" 1.18926756927169 -11.1196439948205 -14.6263518933598
"319" "Alajuelita" 1.19952096275756 -11.2437711567849 -14.051434230609
"320" "Alajuelita" 1.2017515981825 -11.3823792900091 -13.5382073005653
"321" "Alajuelita" 1.19347849578146 -11.5359205469227 -13.0867197960006
"322" "Alajuelita" 1.17273499076231 -11.704220300089 -12.6931943696676
"323" "Alajuelita" 1.1384276873579 -11.8862045512925 -12.3519059415475
"324" "Alajuelita" 1.09074209921894 11.920378278882 -12.0564976855044
"325" "Alajuelita" 1.03147700848393 11.7191789538351 -11.800761252323
"326" "Alajuelita" 0.964130200879727 11.5153309129193 -11.579027276307
"327" "Alajuelita" 0.893579113059134 11.3153208868098 -11.3863131428095
"328" "Alajuelita" 0.825349454284855 11.1266177222809 -11.2183365534361
"329" "Alajuelita" 0.764681998507182 10.9571068249309 -11.0714637725682
"330" "Alajuelita" 0.715728127781215 10.814448441833 -10.9426321327832
"331" "Alajuelita" 0.681121028046763 10.7055001239221 -10.8292676828453
"332" "Alajuelita" 0.661958008285809 10.6359010665542 -10.729207941085
"333" "Alajuelita" 0.65805895307583 10.6098344445955 -10.6406337434686
"334" "Alajuelita" 0.668322876612545 10.629910363948 -10.5620111112762
"335" "Alajuelita" 0.691055227609492 10.6970818106603 -10.4920426189433
"336" "Alajuelita" 0.724211413592321 10.8105275333494 -10.4296271593724
"337" "Alajuelita" 0.765554368431698 10.967497395801 -10.3738268553575
"338" "Alajuelita" 0.812748692486024 11.1631941349678 -10.3238399205737
"339" "Alajuelita" 0.863419596173552 11.3908261570542 -10.2789784109903
"340" "Alajuelita" 0.915201156622088 11.6419656407726 -10.2386499671251
"341" "Alajuelita" 0.965791023131435 11.9072562714689 -10.2023428010696
"342" "Alajuelita" 1.01302017776102 -11.8226386930216 -10.169613318197
"343" "Alajuelita" 1.05493753470316 -11.5560859532442 -10.140075878733
"344" "Alajuelita" 1.08990036360414 -11.2997805085035 -10.113394299639
"345" "Alajuelita" 1.11665280855176 -11.0584327551013 -10.0892747747928
"346" "Alajuelita" 1.13436549846819 -10.8348286430294 -10.0674599539978
"347" "Alajuelita" 1.14259633297958 -10.630139842126 -10.0477239715288
"348" "Alajuelita" 1.14110451381212 -10.4443365642894 -10.029868255082
"349" "Alajuelita" 1.12936351000284 -10.2765904534097 -10.0137179781096
"350" "Alajuelita" 1.10528873864793 -10.1256073935526 -9.99911904420406
"351" "Alajuelita" 1.06110522580381 -9.98987272277693 -9.98593551277343
"352" "Alajuelita" 0.96271159851913 -9.86781602754252 -9.97404739175545
"353" "Alajuelita" 0.464567107670918 -9.75791252537231 -9.96334873639941
"354" "Alajuelita" -4.28901274142126 -9.65873907336475 -9.95374600385064
"355" "Alajuelita" -4.62719822951051 -9.56899998550574 -9.94515662193264
"356" "Alajuelita" -4.70267547927827 -9.48753400402816 -9.93750773754582
"357" "Alajuelita" -4.73037723289687 -9.41331028253267 -9.93073511581751
"358" "Alajuelita" -4.73834182277056 -9.34541852665132 -9.92478216580469
"359" "Alajuelita" -4.73453153994112 -9.28305650402331 -9.91959907237546
"360" "Alajuelita" -4.72214999439014 -9.22551683176049 -9.91514201704139
"361" "Alajuelita" -4.70281978835236 -9.1721741067015 -9.9113724731139
"362" "Alajuelita" -4.67751375258762 -9.12247291744199 -9.90825656271802
"363" "Alajuelita" -4.64688505898445 -9.0759169594488 -9.90576446500427
"364" "Alajuelita" -4.61139776761218 -9.03205929008363 -9.90386986642178
"365" "Alajuelita" -4.57138110261267 -8.99049365857709 -9.90254944521228
"366" "Alajuelita" -4.52705156098625 -8.95084679407965 -9.90178238340098
"367" "Alajuelita" -4.4785204787164 -8.91277151197422 -9.90154990053668
"368" "Alajuelita" -4.42579481736446 -8.87594049157602 -9.90183480430208
"369" "Alajuelita" -4.36877503983028 -8.84004057904455 -9.90262105390444
"370" "Alajuelita" -4.3072524274463 -8.8047674727544 -9.9038933328881
"371" "Alajuelita" -4.24090771782953 -8.76982065132302 -9.9056366287056
"372" "Alajuelita" -4.16931297973134 -8.73489840480439 -9.90783581705722
"373" "Alajuelita" -4.09193895328405 -8.69969282551639 -9.91047524967492
"374" "Alajuelita" -4.00817053762479 -8.66388460489504 -9.91353834489403
"375" "Alajuelita" -3.91733356600456 -8.62713746463137 -9.91700718103434
