"Canton" "column1"
"1" "Alajuela" 1.5524563027825
"2" "Alajuela" 1.56477373889013
"3" "Alajuela" 1.57615238563971
"4" "Alajuela" 1.58655542147946
"5" "Alajuela" 1.59593798027922
"6" "Alajuela" 1.6042452963226
"7" "Alajuela" 1.611410568798
"8" "Alajuela" 1.61735249161046
"9" "Alajuela" 1.62197238070727
"10" "Alajuela" 1.62515081393736
"11" "Alajuela" 1.6267436766859
"12" "Alajuela" 1.62657747871863
"13" "Alajuela" 1.62444377192568
"14" "Alajuela" 1.62009245241477
"15" "Alajuela" 1.61322367024448
"16" "Alajuela" 1.60347799145271
"17" "Alajuela" 1.59042435390672
"18" "Alajuela" 1.57354522306039
"19" "Alajuela" 1.55221817605953
"20" "Alajuela" 1.52569291087587
"21" "Alajuela" 1.49306237828887
"22" "Alajuela" 1.45322635761343
"23" "Alajuela" 1.40484534114004
"24" "Alajuela" 1.34628208499506
"25" "Alajuela" 1.27552772308175
"26" "Alajuela" 1.19010918143585
"27" "Alajuela" 1.08697536870254
"28" "Alajuela" 0.962362554724717
"29" "Alajuela" 0.81164716983847
"30" "Alajuela" 0.629212170303383
"31" "Alajuela" 0.408390242899331
"32" "Alajuela" 0.141616394226646
"33" "Alajuela" -0.178967683882643
"34" "Alajuela" -0.560094349196519
"35" "Alajuela" -1.00478907075906
"36" "Alajuela" -1.5087779376446
"37" "Alajuela" -2.05731496961071
"38" "Alajuela" -2.62522888877067
"39" "Alajuela" -3.18216105932564
"40" "Alajuela" -3.70096079587824
"41" "Alajuela" -4.16408494223421
"42" "Alajuela" -4.56486595890807
"43" "Alajuela" -4.90485283145715
"44" "Alajuela" -5.19012508894171
"45" "Alajuela" -5.42841060854304
"46" "Alajuela" -5.62740260084219
"47" "Alajuela" -5.79399071954501
"48" "Alajuela" -5.93402451953728
"49" "Alajuela" -6.05233492175392
"50" "Alajuela" -6.1528575129796
"51" "Alajuela" -6.23878070346113
"52" "Alajuela" -6.31268560675074
"53" "Alajuela" -6.37666617425679
"54" "Alajuela" -6.43242783670126
"55" "Alajuela" -6.48136673509911
"56" "Alajuela" -6.52463275417281
"57" "Alajuela" -6.56317956703225
"58" "Alajuela" -6.59780448945472
"59" "Alajuela" -6.62918044381427
"60" "Alajuela" -6.65788187355264
"61" "Alajuela" -6.68440607031698
"62" "Alajuela" -6.70919108324165
"63" "Alajuela" -6.73263116657984
"64" "Alajuela" -6.75509057912415
"65" "Alajuela" -6.7769164702443
"66" "Alajuela" -6.7984515714764
"67" "Alajuela" -6.82004746480646
"68" "Alajuela" -6.84207933389774
"69" "Alajuela" -6.86496335103179
"70" "Alajuela" -6.8891782602233
"71" "Alajuela" -6.91529337001111
"72" "Alajuela" -6.94400620970664
"73" "Alajuela" -6.97619477146706
"74" "Alajuela" -7.01299197246916
"75" "Alajuela" -7.0558944514963
"76" "Alajuela" -7.10692534396565
"77" "Alajuela" -7.16888353777872
"78" "Alajuela" -7.24573411203169
"79" "Alajuela" -7.34323293271996
"80" "Alajuela" -7.46994227718312
"81" "Alajuela" -7.63888886567756
"82" "Alajuela" -7.87019496762263
"83" "Alajuela" -8.19476326852074
"84" "Alajuela" -8.65709488054094
"85" "Alajuela" -9.30705661098893
"86" "Alajuela" -10.152835138385
"87" "Alajuela" -11.0691101333878
"88" "Alajuela" -11.8013409148055
"89" "Alajuela" 11.8560447089468
"90" "Alajuela" 11.9791675611554
"91" "Alajuela" -11.4430588893996
"92" "Alajuela" -10.5457565076869
"93" "Alajuela" -9.60494945332661
"94" "Alajuela" -8.84148403770623
"95" "Alajuela" -8.29722900281801
"96" "Alajuela" -7.92373648756082
"97" "Alajuela" -7.6659398504065
"98" "Alajuela" -7.4841979869261
"99" "Alajuela" -7.3529312784165
"100" "Alajuela" -7.25593205172356
"101" "Alajuela" -7.18280142711218
"102" "Alajuela" -7.12671267680585
"103" "Alajuela" -7.08306717684388
"104" "Alajuela" -7.04868636262832
"105" "Alajuela" -7.02131796987981
"106" "Alajuela" -6.99932767414377
"107" "Alajuela" -6.98150200658375
"108" "Alajuela" -6.96691949967396
"109" "Alajuela" -6.95486461444445
"110" "Alajuela" -6.9447690907098
"111" "Alajuela" -6.93617125339372
"112" "Alajuela" -6.92868731964274
"113" "Alajuela" -6.92199088895998
"114" "Alajuela" -6.91579812723314
"115" "Alajuela" -6.90985699855496
"116" "Alajuela" -6.9039394446364
"117" "Alajuela" -6.89783577240279
"118" "Alajuela" -6.89135075380146
"119" "Alajuela" -6.88430110955858
"120" "Alajuela" -6.87651416643517
"121" "Alajuela" -6.86782756147089
"122" "Alajuela" -6.85808992646201
"123" "Alajuela" -6.84716252686803
"124" "Alajuela" -6.83492185364791
"125" "Alajuela" -6.82126317372458
"126" "Alajuela" -6.80610503198927
"127" "Alajuela" -6.78939465971883
"128" "Alajuela" -6.77111417327678
"129" "Alajuela" -6.75128733283013
"130" "Alajuela" -6.72998646110861
"131" "Alajuela" -6.70733888292176
"132" "Alajuela" -6.6835319230041
"133" "Alajuela" -6.65881508109199
"134" "Alajuela" -6.63349748464516
"135" "Alajuela" -6.60793811276336
"136" "Alajuela" -6.58252563099237
"137" "Alajuela" -6.5576440706643
"138" "Alajuela" -6.5336202136843
"139" "Alajuela" -6.51064873478372
"140" "Alajuela" -6.48869245030447
"141" "Alajuela" -6.4673582306727
"142" "Alajuela" -6.44575528390643
"143" "Alajuela" -6.42235259946351
"144" "Alajuela" -6.39486661046759
"145" "Alajuela" -6.36022685379668
"146" "Alajuela" -6.31468123817658
"147" "Alajuela" -6.25410340822459
"148" "Alajuela" -6.17453895383279
"149" "Alajuela" -6.07296311403905
"150" "Alajuela" -5.9481217519122
"151" "Alajuela" -5.80121988282754
"152" "Alajuela" -5.63617364253352
"153" "Alajuela" -5.45922737440537
"154" "Alajuela" -5.27797041941275
"155" "Alajuela" -5.10005751492903
"156" "Alajuela" -4.93206165959502
"157" "Alajuela" -4.77878091223972
"158" "Alajuela" -4.64307530466386
"159" "Alajuela" -4.526101827799
"160" "Alajuela" -4.42774048750146
"161" "Alajuela" -4.34704057866973
"162" "Alajuela" -4.28259281366426
"163" "Alajuela" -4.23279803572345
"164" "Alajuela" -4.19604051135911
"165" "Alajuela" -4.17078789363668
"166" "Alajuela" -4.15564088867584
"167" "Alajuela" -4.14935127965521
"168" "Alajuela" -4.15082158996019
"169" "Alajuela" -4.15909508348205
"170" "Alajuela" -4.17334144089796
"171" "Alajuela" -4.1928411948756
"172" "Alajuela" -4.21697058018636
"173" "Alajuela" -4.24518759437348
"174" "Alajuela" -4.27701956920427
"175" "Alajuela" -4.31205228276129
"176" "Alajuela" -4.3499205054222
"177" "Alajuela" -4.39029981297864
