"Canton" "column1"
"1" "Alajuela" -1.56248164773741
"2" "Alajuela" -1.54885763012094
"3" "Alajuela" -1.53264461260321
"4" "Alajuela" -1.51396012297676
"5" "Alajuela" -1.49295194369162
"6" "Alajuela" -1.46979153587413
"7" "Alajuela" -1.4446655446152
"8" "Alajuela" -1.41776587873402
"9" "Alajuela" -1.389279067182
"10" "Alajuela" -1.35937574166432
"11" "Alajuela" -1.32820115355194
"12" "Alajuela" -1.29586759011824
"13" "Alajuela" -1.26244941615769
"14" "Alajuela" -1.22798125465843
"15" "Alajuela" -1.19245956821822
"16" "Alajuela" -1.15584764823355
"17" "Alajuela" -1.1180837933476
"18" "Alajuela" -1.07909228270462
"19" "Alajuela" -1.03879662946307
"20" "Alajuela" -0.997134528055555
"21" "Alajuela" -0.954073866082653
"22" "Alajuela" -0.909629133181086
"23" "Alajuela" -0.863877498257002
"24" "Alajuela" -0.81697372139651
"25" "Alajuela" -0.769162906913447
"26" "Alajuela" -0.720789896700575
"27" "Alajuela" -0.67230388077714
"28" "Alajuela" -0.624256628370593
"29" "Alajuela" -0.577292714981292
"30" "Alajuela" -0.532130361627993
"31" "Alajuela" -0.489532137870593
"32" "Alajuela" -0.450265895545241
"33" "Alajuela" -0.41505787750149
"34" "Alajuela" -0.38454179878307
"35" "Alajuela" -0.359209438645428
"36" "Alajuela" -0.339369364106702
"37" "Alajuela" -0.325120276294968
"38" "Alajuela" -0.31634381067547
"39" "Alajuela" -0.312718579538275
"40" "Alajuela" -0.3137535124206
"41" "Alajuela" -0.318835176282144
"42" "Alajuela" -0.327281733313558
"43" "Alajuela" -0.338396021498925
"44" "Alajuela" -0.351511736778022
"45" "Alajuela" -0.366029135948245
"46" "Alajuela" -0.381439193066422
"47" "Alajuela" -0.39733707312047
"48" "Alajuela" -0.413426870953563
"49" "Alajuela" -0.429519882660544
"50" "Alajuela" -0.445528493276521
"51" "Alajuela" -0.461457357138605
"52" "Alajuela" -0.477393115345353
"53" "Alajuela" -0.493493537103069
"54" "Alajuela" -0.509976709657116
"55" "Alajuela" -0.527110714389272
"56" "Alajuela" -0.545204081209483
"57" "Alajuela" -0.56459717971063
"58" "Alajuela" -0.585654562527589
"59" "Alajuela" -0.608758110547869
"60" "Alajuela" -0.634300632523083
"61" "Alajuela" -0.662679337649226
"62" "Alajuela" -0.694288327208638
"63" "Alajuela" -0.729508948259585
"64" "Alajuela" -0.768696547620234
"65" "Alajuela" -0.812161927395553
"66" "Alajuela" -0.860145769801782
"67" "Alajuela" -0.912784696445743
"68" "Alajuela" -0.970068777003759
"69" "Alajuela" -1.03179255560618
"70" "Alajuela" -1.09750520822098
"71" "Alajuela" -1.16646994746649
"72" "Alajuela" -1.23764696322923
"73" "Alajuela" -1.30971561371281
"74" "Alajuela" -1.38114737762632
"75" "Alajuela" -1.45032969391742
"76" "Alajuela" -1.51572427898312
"77" "Alajuela" -1.5760281368265
"78" "Alajuela" -1.63029925904954
"79" "Alajuela" -1.67801657356662
"80" "Alajuela" -1.71906263937555
"81" "Alajuela" -1.75363956670255
"82" "Alajuela" -1.78214452899878
"83" "Alajuela" -1.80503610879907
"84" "Alajuela" -1.82271743604096
"85" "Alajuela" -1.8354512731998
"86" "Alajuela" -1.84331106115716
"87" "Alajuela" -1.84616389350877
"88" "Alajuela" -1.84367751874944
"89" "Alajuela" -1.83534315981272
"90" "Alajuela" -1.82050787170911
"91" "Alajuela" -1.79841306705265
"92" "Alajuela" -1.76823882771536
"93" "Alajuela" -1.72915612477113
"94" "Alajuela" -1.68039066055242
"95" "Alajuela" -1.62130221403323
"96" "Alajuela" -1.55148139579467
"97" "Alajuela" -1.47086080312404
"98" "Alajuela" -1.3798293878313
"99" "Alajuela" -1.27932861395147
"100" "Alajuela" -1.17090051084239
"101" "Alajuela" -1.05665728447481
"102" "Alajuela" -0.939155444963616
"103" "Alajuela" -0.821184131196965
"104" "Alajuela" -0.705507505739644
"105" "Alajuela" -0.594619006792786
"106" "Alajuela" -0.490560236182389
"107" "Alajuela" -0.39483238019788
"108" "Alajuela" -0.308397502887869
"109" "Alajuela" -0.231745197032752
"110" "Alajuela" -0.164992810214127
"111" "Alajuela" -0.107991905168972
"112" "Alajuela" -0.0604232718205285
"113" "Alajuela" -0.0218723024791705
"114" "Alajuela" 0.00811669836288181
"115" "Alajuela" 0.0300049894681879
"116" "Alajuela" 0.0442389633615917
"117" "Alajuela" 0.0512410634609081
"118" "Alajuela" 0.0514088473905356
