"Canton" "column1"
"1" "Alajuela" -1.22075450733436
"2" "Alajuela" -1.19697909792068
"3" "Alajuela" -1.17086928369482
"4" "Alajuela" -1.14262108045092
"5" "Alajuela" -1.11246938352419
"6" "Alajuela" -1.08068154878004
"7" "Alajuela" -1.04754876151353
"8" "Alajuela" -1.0133756045842
"9" "Alajuela" -0.978468451811413
"10" "Alajuela" -0.943123475506746
"11" "Alajuela" -0.907615141325843
"12" "Alajuela" -0.872186055797594
"13" "Alajuela" -0.837038934581271
"14" "Alajuela" -0.802331290330039
"15" "Alajuela" -0.768173225506124
"16" "Alajuela" -0.734628487924887
"17" "Alajuela" -0.701718731635625
"18" "Alajuela" -0.669430740943932
"19" "Alajuela" -0.63772622871124
"20" "Alajuela" -0.606553709806433
"21" "Alajuela" -0.575861867678817
"22" "Alajuela" -0.545613762753456
"23" "Alajuela" -0.515801160043283
"24" "Alajuela" -0.486458165330769
"25" "Alajuela" -0.457673244613896
"26" "Alajuela" -0.429598560648647
"27" "Alajuela" -0.402455411384402
"28" "Alajuela" -0.376534441625969
"29" "Alajuela" -0.352189296532874
"30" "Alajuela" -0.329822597804072
"31" "Alajuela" -0.309863665955086
"32" "Alajuela" -0.292738371688774
"33" "Alajuela" -0.278832873109582
"34" "Alajuela" -0.26845462411829
"35" "Alajuela" -0.261795568542008
"36" "Alajuela" -0.25890335172403
"37" "Alajuela" -0.259666160342194
"38" "Alajuela" -0.263815138894499
"39" "Alajuela" -0.270945379105009
"40" "Alajuela" -0.280552921392813
"41" "Alajuela" -0.29208207858381
"42" "Alajuela" -0.304975660386052
"43" "Alajuela" -0.318720816786839
"44" "Alajuela" -0.332885012513266
"45" "Alajuela" -0.347139337670167
"46" "Alajuela" -0.361269044370896
"47" "Alajuela" -0.375173194175461
"48" "Alajuela" -0.388856332561695
"49" "Alajuela" -0.402415266629801
"50" "Alajuela" -0.416023602297974
"51" "Alajuela" -0.429916017318478
"52" "Alajuela" -0.444373549605625
"53" "Alajuela" -0.459710601564168
"54" "Alajuela" -0.476263943850985
"55" "Alajuela" -0.494383732456152
"56" "Alajuela" -0.51442639136676
"57" "Alajuela" -0.536749114513538
"58" "Alajuela" -0.56170566561363
"59" "Alajuela" -0.589643071748981
"60" "Alajuela" -0.620898692923181
"61" "Alajuela" -0.655796989435781
"62" "Alajuela" -0.694645093877565
"63" "Alajuela" -0.737726030190847
"64" "Alajuela" -0.78528813795914
"65" "Alajuela" -0.837529027924859
"66" "Alajuela" -0.894572354677414
"67" "Alajuela" -0.956436076986408
"68" "Alajuela" -1.02299201202058
"69" "Alajuela" -1.09391873229887
"70" "Alajuela" -1.16865339467833
"71" "Alajuela" -1.24635259656788
"72" "Alajuela" -1.32587653562233
"73" "Alajuela" -1.40581218847204
"74" "Alajuela" -1.48454703391507
"75" "Alajuela" -1.56039347322477
"76" "Alajuela" -1.63174757100873
"77" "Alajuela" -1.69725036796966
"78" "Alajuela" -1.75591379655369
"79" "Alajuela" -1.80718078802148
"80" "Alajuela" -1.85090809240208
"81" "Alajuela" -1.88728230915846
"82" "Alajuela" -1.91669550797103
"83" "Alajuela" -1.93961168834522
"84" "Alajuela" -1.95645003543289
"85" "Alajuela" -1.96750011484132
"86" "Alajuela" -1.97287299581998
"87" "Alajuela" -1.97248423128643
"88" "Alajuela" -1.96606074002979
"89" "Alajuela" -1.95316331367534
"90" "Alajuela" -1.93321839394612
"91" "Alajuela" -1.90555567334129
"92" "Alajuela" -1.86945106831417
"93" "Alajuela" -1.82417713618586
"94" "Alajuela" -1.76906462879269
"95" "Alajuela" -1.70357908543135
"96" "Alajuela" -1.62741444563298
"97" "Alajuela" -1.54060080670523
"98" "Alajuela" -1.44361533390829
"99" "Alajuela" -1.33747514800413
"100" "Alajuela" -1.2237825753687
"101" "Alajuela" -1.10469270329748
"102" "Alajuela" -0.982786437737237
"103" "Alajuela" -0.860858899701884
"104" "Alajuela" -0.741663069070603
"105" "Alajuela" -0.627666359147267
"106" "Alajuela" -0.520872664090798
"107" "Alajuela" -0.422737437513925
"108" "Alajuela" -0.33417275443501
"109" "Alajuela" -0.255617467625983
"110" "Alajuela" -0.187140371989792
"111" "Alajuela" -0.12854884227897
"112" "Alajuela" -0.0794851924261963
"113" "Alajuela" -0.0395026138686897
"114" "Alajuela" -0.00811939700153532
"115" "Alajuela" 0.0151461018283124
"116" "Alajuela" 0.0307558630225017
"117" "Alajuela" 0.039144050950386
"118" "Alajuela" 0.0407169663688857
"119" "Alajuela" 0.0358585016978534
"120" "Alajuela" 0.0249391377889145
"121" "Alajuela" 0.00832696824876019
"122" "Alajuela" -0.0136005184323796
"123" "Alajuela" -0.0404450868021793
"124" "Alajuela" -0.0717780285880626
"125" "Alajuela" -0.10713326631944
"126" "Alajuela" -0.146004398349908
"127" "Alajuela" -0.187846525774388
"128" "Alajuela" -0.232083212742486
"129" "Alajuela" -0.278118258908865
"130" "Alajuela" -0.325351221574276
"131" "Alajuela" -0.373194991402326
"132" "Alajuela" -0.421093381790601
"133" "Alajuela" -0.46853675665537
"134" "Alajuela" -0.515074195427238
"135" "Alajuela" -0.560321451861437
"136" "Alajuela" -0.603964796825338
"137" "Alajuela" -0.645761530272601
"138" "Alajuela" -0.685538355679009
"139" "Alajuela" -0.723188886177282
"140" "Alajuela" -0.758671347599453
